pair_name,horizon_days,metric,value,p_value,n_obs
yoy_zscore_120m__spy_fwd_12m,252,pearson,0.1864,0.0004,355
yoy_zscore_120m__spy_fwd_12m,252,spearman,0.166,0.0017,355
yoy_zscore_120m__spy_fwd_12m,252,kendall,0.1127,0.0015,355
yoy_zscore_120m__spy_fwd_12m,252,distance,0.2511,,355
contraction__spy_fwd_1m,21,pearson,-0.0536,0.2842,401
contraction__spy_fwd_1m,21,spearman,-0.0339,0.4984,401
contraction__spy_fwd_1m,21,kendall,-0.0277,0.4977,401
contraction__spy_fwd_1m,21,distance,0.0598,,401
contraction__spy_fwd_3m,63,pearson,-0.0424,0.3983,399
contraction__spy_fwd_3m,63,spearman,-0.0208,0.6783,399
contraction__spy_fwd_3m,63,kendall,-0.017,0.6778,399
contraction__spy_fwd_3m,63,distance,0.0516,,399
contraction__spy_fwd_6m,126,pearson,-0.0798,0.1127,396
contraction__spy_fwd_6m,126,spearman,-0.0441,0.382,396
contraction__spy_fwd_6m,126,kendall,-0.036,0.3813,396
contraction__spy_fwd_6m,126,distance,0.094,,396
contraction__spy_fwd_12m,252,pearson,-0.1319,0.0091,390
contraction__spy_fwd_12m,252,spearman,-0.0981,0.053,390
contraction__spy_fwd_12m,252,kendall,-0.0802,0.0531,390
contraction__spy_fwd_12m,252,distance,0.1384,,390
hmm_stress__spy_fwd_1m,21,pearson,0.0726,0.1469,401
hmm_stress__spy_fwd_1m,21,spearman,0.04,0.4249,401
hmm_stress__spy_fwd_1m,21,kendall,0.0279,0.4033,401
hmm_stress__spy_fwd_1m,21,distance,0.0702,,401
hmm_stress__spy_fwd_3m,63,pearson,0.11,0.0281,399
hmm_stress__spy_fwd_3m,63,spearman,0.0034,0.9464,399
hmm_stress__spy_fwd_3m,63,kendall,0.0047,0.8877,399
hmm_stress__spy_fwd_3m,63,distance,0.1297,,399
hmm_stress__spy_fwd_6m,126,pearson,0.1521,0.0024,396
hmm_stress__spy_fwd_6m,126,spearman,0.0306,0.5436,396
hmm_stress__spy_fwd_6m,126,kendall,0.0239,0.4781,396
hmm_stress__spy_fwd_6m,126,distance,0.167,,396
hmm_stress__spy_fwd_12m,252,pearson,0.2256,0.0,390
hmm_stress__spy_fwd_12m,252,spearman,0.1132,0.0254,390
hmm_stress__spy_fwd_12m,252,kendall,0.0769,0.0234,390
hmm_stress__spy_fwd_12m,252,distance,0.2349,,390
