signal,threshold,strategy,lead_months,oos_sharpe,oos_ann_return,max_drawdown,annual_turnover,oos_n,valid
S8_accel,T4_zero,P1,0,0.6047,6.9,-22.61,8.64,96,True
S8_accel,T4_zero,P2,0,0.8681,6.67,-11.23,3.1,96,True
S8_accel,T4_zero,P3,0,-0.059,-1.0,-62.87,17.28,96,False
S8_accel,T1_p25,P1,1,0.3421,4.55,-34.9,6.03,96,True
S8_accel,T1_p25,P2,1,0.8121,6.32,-12.76,3.1,96,True
S8_accel,T1_p25,P3,1,-0.3368,-5.7,-60.36,12.06,96,False
S8_accel,T1_p50,P1,1,0.8174,8.75,-12.49,8.56,96,True
S8_accel,T1_p50,P2,1,0.8121,6.32,-12.76,3.1,96,True
S8_accel,T1_p50,P3,1,0.1591,2.7,-34.13,17.11,96,True
S8_accel,T1_p75,P1,1,0.5458,4.99,-12.49,5.94,96,True
S8_accel,T1_p75,P2,1,0.8121,6.32,-12.76,3.1,96,True
S8_accel,T1_p75,P3,1,-0.2852,-4.83,-48.73,11.89,96,False
S8_accel,T2_rp25,P1,1,0.5053,6.98,-34.9,5.25,96,True
S8_accel,T2_rp25,P2,1,0.8121,6.32,-12.76,3.1,96,True
S8_accel,T2_rp25,P3,1,-0.0494,-0.84,-57.27,10.5,96,False
S8_accel,T2_rp50,P1,1,0.7941,8.59,-12.49,7.67,96,True
S8_accel,T2_rp50,P2,1,0.8121,6.32,-12.76,3.1,96,True
S8_accel,T2_rp50,P3,1,0.1394,2.37,-34.13,15.33,96,True
S8_accel,T2_rp75,P1,1,0.3815,3.19,-12.49,5.28,96,True
S8_accel,T2_rp75,P2,1,0.8121,6.32,-12.76,3.1,96,True
S8_accel,T2_rp75,P3,1,-0.5006,-8.42,-62.46,10.56,96,False
S8_accel,T4_zero,P1,1,0.7668,8.2,-12.49,8.61,96,True
S8_accel,T4_zero,P2,1,0.8121,6.32,-12.76,3.1,96,True
S8_accel,T4_zero,P3,1,0.0941,1.6,-34.13,17.22,96,True
S8_accel,T1_p25,P1,2,0.8953,12.06,-13.76,6.0,96,True
S8_accel,T1_p25,P2,2,0.7878,6.31,-9.72,3.11,96,True
S8_accel,T1_p25,P3,2,0.5547,9.31,-22.17,12.0,96,True
S8_accel,T1_p50,P1,2,0.6081,6.65,-23.49,8.56,96,True
S8_accel,T1_p50,P2,2,0.7878,6.31,-9.72,3.11,96,True
S8_accel,T1_p50,P3,2,-0.088,-1.5,-49.06,17.11,96,False
S8_accel,T1_p75,P1,2,0.2036,1.85,-16.62,5.94,96,True
S8_accel,T1_p75,P2,2,0.7878,6.31,-9.72,3.11,96,True
S8_accel,T1_p75,P3,2,-0.6656,-11.11,-66.81,11.89,96,False
S8_accel,T2_rp25,P1,2,0.9215,12.52,-13.76,5.22,96,True
S8_accel,T2_rp25,P2,2,0.7878,6.31,-9.72,3.11,96,True
S8_accel,T2_rp25,P3,2,0.6116,10.24,-22.17,10.44,96,True
S8_accel,T2_rp50,P1,2,0.7026,7.75,-23.49,7.67,96,True
S8_accel,T2_rp50,P2,2,0.7878,6.31,-9.72,3.11,96,True
S8_accel,T2_rp50,P3,2,0.0416,0.71,-44.89,15.33,96,True
S8_accel,T2_rp75,P1,2,0.1412,1.22,-18.99,5.28,96,True
S8_accel,T2_rp75,P2,2,0.7878,6.31,-9.72,3.11,96,True
S8_accel,T2_rp75,P3,2,-0.7442,-12.37,-70.79,10.56,96,False
S8_accel,T4_zero,P1,2,0.5996,6.53,-23.49,8.61,96,True
S8_accel,T4_zero,P2,2,0.7878,6.31,-9.72,3.11,96,True
S8_accel,T4_zero,P3,2,-0.102,-1.73,-49.06,17.22,96,False
S8_accel,T1_p25,P1,3,0.5982,8.61,-19.42,5.97,96,True
S8_accel,T1_p25,P2,3,0.8411,6.67,-11.28,3.1,96,True
S8_accel,T1_p25,P3,3,0.1425,2.42,-44.28,11.94,96,True
S8_accel,T1_p50,P1,3,0.7721,9.1,-12.4,8.53,96,True
S8_accel,T1_p50,P2,3,0.8411,6.67,-11.28,3.1,96,True
S8_accel,T1_p50,P3,3,0.2,3.4,-36.44,17.06,96,True
S8_accel,T1_p75,P1,3,0.5319,5.32,-11.47,5.97,96,True
S8_accel,T1_p75,P2,3,0.8411,6.67,-11.28,3.1,96,True
S8_accel,T1_p75,P3,3,-0.2457,-4.17,-47.02,11.94,96,False
S8_accel,T2_rp25,P1,3,0.7058,10.26,-19.42,5.19,96,True
S8_accel,T2_rp25,P2,3,0.8411,6.67,-11.28,3.1,96,True
S8_accel,T2_rp25,P3,3,0.3383,5.72,-44.28,10.39,96,True
S8_accel,T2_rp50,P1,3,0.8055,9.52,-12.4,7.64,96,True
S8_accel,T2_rp50,P2,3,0.8411,6.67,-11.28,3.1,96,True
S8_accel,T2_rp50,P3,3,0.2502,4.24,-36.44,15.28,96,True
S8_accel,T2_rp75,P1,3,0.9267,7.6,-3.74,5.25,96,True
S8_accel,T2_rp75,P2,3,0.8411,6.67,-11.28,3.1,96,True
S8_accel,T2_rp75,P3,3,0.0231,0.39,-38.48,10.5,96,True
S8_accel,T4_zero,P1,3,0.7366,8.68,-12.4,8.58,96,True
S8_accel,T4_zero,P2,3,0.8411,6.67,-11.28,3.1,96,True
S8_accel,T4_zero,P3,3,0.1506,2.56,-36.44,17.17,96,True
S8_accel,T1_p25,P1,6,1.0518,14.46,-19.42,6.03,96,True
S8_accel,T1_p25,P2,6,1.0577,8.52,-13.22,3.11,96,True
S8_accel,T1_p25,P3,6,0.855,14.11,-29.65,12.06,96,True
S8_accel,T1_p50,P1,6,1.3596,15.99,-19.42,8.47,96,True
S8_accel,T1_p50,P2,6,1.0577,8.52,-13.22,3.11,96,True
S8_accel,T1_p50,P3,6,1.0572,17.18,-31.87,16.94,96,True
S8_accel,T1_p75,P1,6,1.1204,10.84,-7.92,5.94,96,True
S8_accel,T1_p75,P2,6,1.0577,8.52,-13.22,3.11,96,True
S8_accel,T1_p75,P3,6,0.4073,6.88,-19.83,11.89,96,True
S8_accel,T2_rp25,P1,6,0.9769,13.58,-19.42,5.19,96,True
S8_accel,T2_rp25,P2,6,1.0577,8.52,-13.22,3.11,96,True
S8_accel,T2_rp25,P3,6,0.7441,12.37,-29.65,10.39,96,True
S8_accel,T2_rp50,P1,6,1.376,16.27,-19.42,7.58,96,True
S8_accel,T2_rp50,P2,6,1.0577,8.52,-13.22,3.11,96,True
S8_accel,T2_rp50,P3,6,1.0943,17.73,-33.82,15.17,96,True
S8_accel,T2_rp75,P1,6,0.9945,7.76,-7.92,5.22,96,True
S8_accel,T2_rp75,P2,6,1.0577,8.52,-13.22,3.11,96,True
S8_accel,T2_rp75,P3,6,0.0424,0.72,-27.12,10.44,96,True
S8_accel,T4_zero,P1,6,1.3221,15.56,-19.42,8.53,96,True
S8_accel,T4_zero,P2,6,1.0577,8.52,-13.22,3.11,96,True
S8_accel,T4_zero,P3,6,0.9988,16.31,-33.82,17.06,96,True
S9_contr,T1_p25,P1,0,1.0126,9.68,-9.24,1.53,96,True
S9_contr,T1_p25,P2,0,1.0126,9.68,-9.24,1.6,96,True
S9_contr,T1_p25,P3,0,0.2684,4.55,-44.37,3.06,96,True
S9_contr,T1_p50,P1,0,1.0126,9.68,-9.24,1.53,96,True
S9_contr,T1_p50,P2,0,1.0126,9.68,-9.24,1.6,96,True
S9_contr,T1_p50,P3,0,0.2684,4.55,-44.37,3.06,96,True
S9_contr,T1_p75,P1,0,0.0,0.0,0.0,0.0,96,False
S9_contr,T1_p75,P2,0,1.0126,9.68,-9.24,1.6,96,True
S9_contr,T1_p75,P3,0,-0.8998,-14.8,-73.44,0.0,96,False
S9_contr,T2_rp25,P1,0,1.0126,9.68,-9.24,1.47,96,True
S9_contr,T2_rp25,P2,0,1.0126,9.68,-9.24,1.6,96,True
S9_contr,T2_rp25,P3,0,0.2684,4.55,-44.37,2.94,96,True
S9_contr,T2_rp50,P1,0,0.9268,8.81,-9.24,1.44,96,True
S9_contr,T2_rp50,P2,0,1.0126,9.68,-9.24,1.6,96,True
S9_contr,T2_rp50,P3,0,0.1654,2.81,-44.37,2.89,96,True
S9_contr,T2_rp75,P1,0,0.4027,2.74,-9.24,0.94,96,True
S9_contr,T2_rp75,P2,0,1.0126,9.68,-9.24,1.6,96,True
S9_contr,T2_rp75,P3,0,-0.5552,-9.32,-63.82,1.89,96,False
S9_contr,T1_p25,P1,1,0.6878,7.01,-15.78,1.53,96,True
S9_contr,T1_p25,P2,1,0.6878,7.01,-15.78,1.61,96,True
S9_contr,T1_p25,P3,1,-0.0456,-0.77,-54.02,3.06,96,False
S9_contr,T1_p50,P1,1,0.6878,7.01,-15.78,1.53,96,True
S9_contr,T1_p50,P2,1,0.6878,7.01,-15.78,1.61,96,True
S9_contr,T1_p50,P3,1,-0.0456,-0.77,-54.02,3.06,96,False
S9_contr,T1_p75,P1,1,0.0,0.0,0.0,0.0,96,False
S9_contr,T1_p75,P2,1,0.6878,7.01,-15.78,1.61,96,True
S9_contr,T1_p75,P3,1,-0.8998,-14.8,-73.44,0.0,96,False
S9_contr,T2_rp25,P1,1,0.6878,7.01,-15.78,1.47,96,True
S9_contr,T2_rp25,P2,1,0.6878,7.01,-15.78,1.61,96,True
S9_contr,T2_rp25,P3,1,-0.0456,-0.77,-54.02,2.94,96,False
S9_contr,T2_rp50,P1,1,0.6471,6.59,-15.78,1.44,96,True
S9_contr,T2_rp50,P2,1,0.6878,7.01,-15.78,1.61,96,True
S9_contr,T2_rp50,P3,1,-0.0957,-1.63,-54.02,2.89,96,False
S9_contr,T2_rp75,P1,1,0.1909,1.46,-15.78,0.94,96,True
S9_contr,T2_rp75,P2,1,0.6878,7.01,-15.78,1.61,96,True
S9_contr,T2_rp75,P3,1,-0.7143,-11.89,-65.77,1.89,96,False
S9_contr,T1_p25,P1,2,1.1063,9.86,-8.33,1.53,96,True
S9_contr,T1_p25,P2,2,1.1063,9.86,-8.33,1.61,96,True
S9_contr,T1_p25,P3,2,0.2907,4.93,-35.53,3.06,96,True
S9_contr,T1_p50,P1,2,1.1063,9.86,-8.33,1.53,96,True
S9_contr,T1_p50,P2,2,1.1063,9.86,-8.33,1.61,96,True
S9_contr,T1_p50,P3,2,0.2907,4.93,-35.53,3.06,96,True
S9_contr,T1_p75,P1,2,0.0,0.0,0.0,0.0,96,False
S9_contr,T1_p75,P2,2,1.1063,9.86,-8.33,1.61,96,True
S9_contr,T1_p75,P3,2,-0.8998,-14.8,-73.44,0.0,96,False
S9_contr,T2_rp25,P1,2,1.1063,9.86,-8.33,1.47,96,True
S9_contr,T2_rp25,P2,2,1.1063,9.86,-8.33,1.61,96,True
S9_contr,T2_rp25,P3,2,0.2907,4.93,-35.53,2.94,96,True
S9_contr,T2_rp50,P1,2,1.0912,9.74,-8.33,1.44,96,True
S9_contr,T2_rp50,P2,2,1.1063,9.86,-8.33,1.61,96,True
S9_contr,T2_rp50,P3,2,0.2756,4.67,-35.53,2.89,96,True
S9_contr,T2_rp75,P1,2,0.7069,4.84,-6.38,0.94,96,True
S9_contr,T2_rp75,P2,2,1.1063,9.86,-8.33,1.61,96,True
S9_contr,T2_rp75,P3,2,-0.3023,-5.12,-56.08,1.89,96,False
S9_contr,T1_p25,P1,3,0.6752,6.6,-17.94,1.53,96,True
S9_contr,T1_p25,P2,3,0.6752,6.6,-17.94,1.61,96,True
S9_contr,T1_p25,P3,3,-0.0943,-1.6,-59.66,3.06,96,False
S9_contr,T1_p50,P1,3,0.6752,6.6,-17.94,1.53,96,True
S9_contr,T1_p50,P2,3,0.6752,6.6,-17.94,1.61,96,True
S9_contr,T1_p50,P3,3,-0.0943,-1.6,-59.66,3.06,96,False
S9_contr,T1_p75,P1,3,0.0,0.0,0.0,0.0,96,False
S9_contr,T1_p75,P2,3,0.6752,6.6,-17.94,1.61,96,True
S9_contr,T1_p75,P3,3,-0.8998,-14.8,-73.44,0.0,96,False
S9_contr,T2_rp25,P1,3,0.6752,6.6,-17.94,1.47,96,True
S9_contr,T2_rp25,P2,3,0.6752,6.6,-17.94,1.61,96,True
S9_contr,T2_rp25,P3,3,-0.0943,-1.6,-59.66,2.94,96,False
S9_contr,T2_rp50,P1,3,0.6645,6.5,-17.94,1.44,96,True
S9_contr,T2_rp50,P2,3,0.6752,6.6,-17.94,1.61,96,True
S9_contr,T2_rp50,P3,3,-0.1065,-1.81,-59.66,2.89,96,False
S9_contr,T2_rp75,P1,3,0.04,0.29,-17.94,0.94,96,True
S9_contr,T2_rp75,P2,3,0.6752,6.6,-17.94,1.61,96,True
S9_contr,T2_rp75,P3,3,-0.8619,-14.22,-74.62,1.89,96,False
S9_contr,T1_p25,P1,6,0.9456,8.51,-8.33,1.53,96,True
S9_contr,T1_p25,P2,6,0.9456,8.51,-8.33,1.63,96,True
S9_contr,T1_p25,P3,6,0.1306,2.22,-33.25,3.06,96,True
S9_contr,T1_p50,P1,6,0.9456,8.51,-8.33,1.53,96,True
S9_contr,T1_p50,P2,6,0.9456,8.51,-8.33,1.63,96,True
S9_contr,T1_p50,P3,6,0.1306,2.22,-33.25,3.06,96,True
S9_contr,T1_p75,P1,6,0.0,0.0,0.0,0.0,96,False
S9_contr,T1_p75,P2,6,0.9456,8.51,-8.33,1.63,96,True
S9_contr,T1_p75,P3,6,-0.8998,-14.8,-73.44,0.0,96,False
S9_contr,T2_rp25,P1,6,0.9456,8.51,-8.33,1.47,96,True
S9_contr,T2_rp25,P2,6,0.9456,8.51,-8.33,1.63,96,True
S9_contr,T2_rp25,P3,6,0.1306,2.22,-33.25,2.94,96,True
S9_contr,T2_rp50,P1,6,0.9456,8.51,-8.33,1.42,96,True
S9_contr,T2_rp50,P2,6,0.9456,8.51,-8.33,1.63,96,True
S9_contr,T2_rp50,P3,6,0.1306,2.22,-33.25,2.83,96,True
S9_contr,T2_rp75,P1,6,0.792,5.02,-7.94,0.94,96,True
S9_contr,T2_rp75,P2,6,0.9456,8.51,-8.33,1.63,96,True
S9_contr,T2_rp75,P3,6,-0.2816,-4.77,-46.37,1.89,96,False
BENCHMARK,BUY_HOLD,BH,0,0.8998,14.8,-23.93,0.0,96,True
