signal,signal_column,threshold,strategy,lead_quarters,direction,is_sharpe,oos_sharpe,oos_sortino,oos_calmar,oos_ann_return,oos_ann_vol,max_drawdown,win_rate,annual_turnover,is_n,oos_n,valid
zscore_20q,sloos_zscore_20q,T_z_1.0,P1_long_cash,0,countercyclical,0.5010269587563405,0.5010269587563405,0.4752384953198446,0.28201100842641785,0.06747727369391132,0.1558471160947513,-0.23927177194402838,0.5625,0.5,32,32,True
zscore_20q,sloos_zscore_20q,T_z_1.0,P1_long_cash,1,countercyclical,0.5444718344795251,0.5444718344795251,0.5554192759630262,0.3295910404067456,0.07886183225499788,0.16575267229846796,-0.23927177194402838,0.5625,0.5,32,32,True
zscore_20q,sloos_zscore_20q,T_z_1.0,P1_long_cash,2,countercyclical,0.5313023899643318,0.5313023899643318,0.5358110287521505,0.31795532144906324,0.0760777331621505,0.16456090626479195,-0.23927177194402838,0.5625,0.5,32,32,True
zscore_20q,sloos_zscore_20q,T_z_1.0,P1_long_cash,3,countercyclical,0.6330071303286285,0.6330071303286285,0.678336017113515,0.40253099469434783,0.09631430436290889,0.16941278650561054,-0.23927177194402838,0.5625,0.5,32,32,True
zscore_20q,sloos_zscore_20q,T_z_1.0,P1_long_cash,4,countercyclical,0.5365095711126892,0.5365095711126892,0.5681742231699659,0.32751348772559913,0.07836473254367293,0.16798837416781234,-0.2392717719440285,0.53125,0.5,32,32,True
zscore_20q,sloos_zscore_20q,T_z_1.0,P1_long_cash,0,procyclical,0.8046001444996262,0.8046001444996262,0.0,2.3316253074499884,0.0751755262039806,0.09600101073995633,-0.03224168392913751,0.1875,0.5,32,32,True
zscore_20q,sloos_zscore_20q,T_z_1.0,P1_long_cash,1,procyclical,0.8437574758716889,0.8437574758716889,0.0,1.9797311790674263,0.06382986694015069,0.07712923917849202,-0.03224168392913751,0.1875,0.5,32,32,True
zscore_20q,sloos_zscore_20q,T_z_1.0,P1_long_cash,2,procyclical,0.8503384800999585,0.8503384800999585,0.0,2.0650992576632716,0.06658227754787571,0.07984400625997448,-0.03224168392913751,0.1875,0.5,32,32,True
zscore_20q,sloos_zscore_20q,T_z_1.0,P1_long_cash,3,procyclical,0.7288831177403846,0.7288831177403846,0.0,1.4544687537148677,0.046894521842081316,0.06597289843062747,-0.03224168392913751,0.1875,0.5,32,32,True
zscore_20q,sloos_zscore_20q,T_z_1.0,P1_long_cash,4,procyclical,0.9037666456732657,0.9037666456732657,0.0,0.0,0.06432026643467736,0.07214103713256377,0.0,0.21875,0.5,32,32,True
zscore_20q,sloos_zscore_20q,T_roll_p50,P1_long_cash,0,countercyclical,0.4919607693138456,0.4919607693138456,0.36349754375083293,0.2130275086361171,0.055662118291704754,0.12759546200184224,-0.2612907537062924,0.46875,1.25,32,32,True
zscore_20q,sloos_zscore_20q,T_roll_p50,P1_long_cash,1,countercyclical,0.6744029555236141,0.6744029555236141,0.6806057859206968,0.4451565497700784,0.08894820627295719,0.142100076401872,-0.1998133158298998,0.46875,1.125,32,32,True
zscore_20q,sloos_zscore_20q,T_roll_p50,P1_long_cash,2,countercyclical,0.22403045896371312,0.22403045896371312,0.15598462228740007,0.08732101143865488,0.022147652502443993,0.1464398491918668,-0.2536348598985624,0.40625,1.125,32,32,True
zscore_20q,sloos_zscore_20q,T_roll_p50,P1_long_cash,3,countercyclical,0.3525891008578958,0.3525891008578958,0.3355099714448465,0.1882232593658722,0.045036512789552674,0.16257620084190932,-0.23927177194402838,0.40625,1.125,32,32,True
zscore_20q,sloos_zscore_20q,T_roll_p50,P1_long_cash,4,countercyclical,0.5716989402148289,0.5716989402148289,0.644326754875826,0.3056240771629966,0.07312721449154869,0.14136240632951458,-0.2392717719440285,0.40625,1.125,32,32,True
zscore_20q,sloos_zscore_20q,T_roll_p50,P1_long_cash,0,procyclical,0.7075809404780775,0.7075809404780775,0.6229881694608441,0.4307260452229056,0.08720907908670217,0.13080351204974874,-0.20246994592948397,0.28125,1.25,32,32,True
zscore_20q,sloos_zscore_20q,T_roll_p50,P1_long_cash,1,procyclical,0.5189685818028597,0.5189685818028597,0.3027321191212884,0.27754537286801023,0.053976151338598344,0.1146376183489745,-0.19447685537264314,0.28125,1.125,32,32,True
