pair_name,horizon_days,metric,value,p_value,n_obs
mom6m__spy_fwd_3m,63,pearson,0.0609,0.2293,391
mom6m__spy_fwd_3m,63,spearman,0.0194,0.7018,391
mom6m__spy_fwd_3m,63,kendall,0.0123,0.7172,391
mom6m__spy_fwd_3m,63,distance,0.1144,,391
mom6m__spy_fwd_6m,126,pearson,0.0983,0.053,388
mom6m__spy_fwd_6m,126,spearman,0.0808,0.1122,388
mom6m__spy_fwd_6m,126,kendall,0.0568,0.0955,388
mom6m__spy_fwd_6m,126,distance,0.1596,,388
mom6m__spy_fwd_12m,252,pearson,0.1039,0.0425,382
mom6m__spy_fwd_12m,252,spearman,0.0754,0.1413,382
mom6m__spy_fwd_12m,252,kendall,0.0587,0.0875,382
mom6m__spy_fwd_12m,252,distance,0.2003,,382
diff_3m__spy_fwd_1m,21,pearson,0.0064,0.8999,393
diff_3m__spy_fwd_1m,21,spearman,0.0312,0.5377,393
diff_3m__spy_fwd_1m,21,kendall,0.0199,0.5647,393
diff_3m__spy_fwd_1m,21,distance,0.1111,,393
diff_3m__spy_fwd_3m,63,pearson,-0.0638,0.208,391
diff_3m__spy_fwd_3m,63,spearman,-0.0507,0.3174,391
diff_3m__spy_fwd_3m,63,kendall,-0.0335,0.3336,391
diff_3m__spy_fwd_3m,63,distance,0.1169,,391
diff_3m__spy_fwd_6m,126,pearson,-0.0059,0.9075,388
diff_3m__spy_fwd_6m,126,spearman,0.033,0.5168,388
diff_3m__spy_fwd_6m,126,kendall,0.025,0.4727,388
diff_3m__spy_fwd_6m,126,distance,0.1174,,388
diff_3m__spy_fwd_12m,252,pearson,-0.0031,0.9515,382
diff_3m__spy_fwd_12m,252,spearman,0.0206,0.688,382
diff_3m__spy_fwd_12m,252,kendall,0.0159,0.6496,382
diff_3m__spy_fwd_12m,252,distance,0.148,,382
diff_12m__spy_fwd_1m,21,pearson,0.0071,0.8877,393
diff_12m__spy_fwd_1m,21,spearman,0.0084,0.8677,393
diff_12m__spy_fwd_1m,21,kendall,0.0071,0.8355,393
diff_12m__spy_fwd_1m,21,distance,0.0923,,393
diff_12m__spy_fwd_3m,63,pearson,-0.0045,0.9286,391
diff_12m__spy_fwd_3m,63,spearman,-0.005,0.9221,391
diff_12m__spy_fwd_3m,63,kendall,-0.0043,0.8995,391
diff_12m__spy_fwd_3m,63,distance,0.1233,,391
diff_12m__spy_fwd_6m,126,pearson,0.0794,0.1186,388
diff_12m__spy_fwd_6m,126,spearman,0.1133,0.0257,388
diff_12m__spy_fwd_6m,126,kendall,0.0773,0.0248,388
diff_12m__spy_fwd_6m,126,distance,0.1908,,388
diff_12m__spy_fwd_12m,252,pearson,0.13,0.011,382
diff_12m__spy_fwd_12m,252,spearman,0.1937,0.0001,382
diff_12m__spy_fwd_12m,252,kendall,0.1452,0.0,382
diff_12m__spy_fwd_12m,252,distance,0.2964,,382
dev_trend__spy_fwd_1m,21,pearson,0.0523,0.3015,393
dev_trend__spy_fwd_1m,21,spearman,0.0374,0.4599,393
dev_trend__spy_fwd_1m,21,kendall,0.0239,0.4797,393
dev_trend__spy_fwd_1m,21,distance,0.0979,,393
dev_trend__spy_fwd_3m,63,pearson,0.0423,0.4044,391
dev_trend__spy_fwd_3m,63,spearman,0.0263,0.6038,391
dev_trend__spy_fwd_3m,63,kendall,0.0184,0.5877,391
dev_trend__spy_fwd_3m,63,distance,0.1138,,391
dev_trend__spy_fwd_6m,126,pearson,0.0663,0.1926,388
dev_trend__spy_fwd_6m,126,spearman,0.1038,0.041,388
dev_trend__spy_fwd_6m,126,kendall,0.0717,0.035,388
dev_trend__spy_fwd_6m,126,distance,0.1764,,388
dev_trend__spy_fwd_12m,252,pearson,0.1253,0.0143,382
dev_trend__spy_fwd_12m,252,spearman,0.1465,0.0041,382
dev_trend__spy_fwd_12m,252,kendall,0.1133,0.0009,382
dev_trend__spy_fwd_12m,252,distance,0.2605,,382
level_zscore_60m__spy_fwd_1m,21,pearson,0.05,0.3228,393
level_zscore_60m__spy_fwd_1m,21,spearman,0.0295,0.5595,393
level_zscore_60m__spy_fwd_1m,21,kendall,0.0225,0.5061,393
level_zscore_60m__spy_fwd_1m,21,distance,0.1264,,393
level_zscore_60m__spy_fwd_3m,63,pearson,0.0545,0.2823,391
level_zscore_60m__spy_fwd_3m,63,spearman,-0.0001,0.9987,391
level_zscore_60m__spy_fwd_3m,63,kendall,-0.0013,0.9688,391
level_zscore_60m__spy_fwd_3m,63,distance,0.169,,391
level_zscore_60m__spy_fwd_6m,126,pearson,0.121,0.0171,388
level_zscore_60m__spy_fwd_6m,126,spearman,0.069,0.175,388
level_zscore_60m__spy_fwd_6m,126,kendall,0.0446,0.1899,388
level_zscore_60m__spy_fwd_6m,126,distance,0.2158,,388
level_zscore_60m__spy_fwd_12m,252,pearson,0.1615,0.0015,382
level_zscore_60m__spy_fwd_12m,252,spearman,0.0874,0.0882,382
level_zscore_60m__spy_fwd_12m,252,kendall,0.0609,0.0756,382
level_zscore_60m__spy_fwd_12m,252,distance,0.247,,382
diff12_zscore_60m__spy_fwd_1m,21,pearson,-0.0038,0.9404,393
diff12_zscore_60m__spy_fwd_1m,21,spearman,0.0101,0.8419,393
diff12_zscore_60m__spy_fwd_1m,21,kendall,0.0052,0.8778,393
diff12_zscore_60m__spy_fwd_1m,21,distance,0.065,,393
diff12_zscore_60m__spy_fwd_3m,63,pearson,-0.0247,0.627,391
diff12_zscore_60m__spy_fwd_3m,63,spearman,0.0118,0.816,391
diff12_zscore_60m__spy_fwd_3m,63,kendall,0.0076,0.8226,391
diff12_zscore_60m__spy_fwd_3m,63,distance,0.0898,,391
diff12_zscore_60m__spy_fwd_6m,126,pearson,0.0732,0.1502,388
diff12_zscore_60m__spy_fwd_6m,126,spearman,0.1174,0.0207,388
diff12_zscore_60m__spy_fwd_6m,126,kendall,0.0747,0.0281,388
diff12_zscore_60m__spy_fwd_6m,126,distance,0.1487,,388
diff12_zscore_60m__spy_fwd_12m,252,pearson,0.1298,0.0111,382
diff12_zscore_60m__spy_fwd_12m,252,spearman,0.1781,0.0005,382
diff12_zscore_60m__spy_fwd_12m,252,kendall,0.1211,0.0004,382
diff12_zscore_60m__spy_fwd_12m,252,distance,0.2451,,382
accel__spy_fwd_1m,21,pearson,-0.0035,0.9455,393
accel__spy_fwd_1m,21,spearman,0.0265,0.5999,393
accel__spy_fwd_1m,21,kendall,0.0191,0.5724,393
accel__spy_fwd_1m,21,distance,0.1031,,393
accel__spy_fwd_3m,63,pearson,0.0663,0.1909,391
accel__spy_fwd_3m,63,spearman,0.0681,0.1793,391
accel__spy_fwd_3m,63,kendall,0.0471,0.1647,391
accel__spy_fwd_3m,63,distance,0.1209,,391
accel__spy_fwd_6m,126,pearson,0.0317,0.5342,388
accel__spy_fwd_6m,126,spearman,0.0281,0.5817,388
accel__spy_fwd_6m,126,kendall,0.0181,0.5944,388
accel__spy_fwd_6m,126,distance,0.107,,388
accel__spy_fwd_12m,252,pearson,0.0213,0.6784,382
accel__spy_fwd_12m,252,spearman,0.0,0.9994,382
accel__spy_fwd_12m,252,kendall,0.0016,0.9635,382
accel__spy_fwd_12m,252,distance,0.1369,,382
above50__spy_fwd_1m,21,pearson,-0.0224,0.6577,393
above50__spy_fwd_1m,21,spearman,-0.0422,0.4041,393
above50__spy_fwd_1m,21,kendall,-0.0345,0.4035,393
above50__spy_fwd_1m,21,distance,0.0556,,393
above50__spy_fwd_3m,63,pearson,-0.0607,0.2308,391
above50__spy_fwd_3m,63,spearman,-0.1234,0.0146,391
above50__spy_fwd_3m,63,kendall,-0.1009,0.0148,391
above50__spy_fwd_3m,63,distance,0.1369,,391
above50__spy_fwd_6m,126,pearson,-0.0456,0.3707,388
above50__spy_fwd_6m,126,spearman,-0.097,0.0561,388
above50__spy_fwd_6m,126,kendall,-0.0793,0.0562,388
above50__spy_fwd_6m,126,distance,0.1205,,388
above50__spy_fwd_12m,252,pearson,-0.0306,0.5511,382
above50__spy_fwd_12m,252,spearman,-0.0964,0.0599,382
above50__spy_fwd_12m,252,kendall,-0.0788,0.06,382
above50__spy_fwd_12m,252,distance,0.1203,,382
hmm_stress__spy_fwd_1m,21,pearson,0.0314,0.5344,393
hmm_stress__spy_fwd_1m,21,spearman,0.0635,0.2089,393
hmm_stress__spy_fwd_1m,21,kendall,0.0415,0.2196,393
hmm_stress__spy_fwd_1m,21,distance,0.0772,,393
hmm_stress__spy_fwd_3m,63,pearson,0.0586,0.2473,391
hmm_stress__spy_fwd_3m,63,spearman,0.114,0.0242,391
hmm_stress__spy_fwd_3m,63,kendall,0.0807,0.0173,391
hmm_stress__spy_fwd_3m,63,distance,0.1586,,391
hmm_stress__spy_fwd_6m,126,pearson,0.0762,0.1338,388
hmm_stress__spy_fwd_6m,126,spearman,0.1133,0.0257,388
hmm_stress__spy_fwd_6m,126,kendall,0.0803,0.0182,388
hmm_stress__spy_fwd_6m,126,distance,0.1775,,388
hmm_stress__spy_fwd_12m,252,pearson,0.0535,0.2972,382
hmm_stress__spy_fwd_12m,252,spearman,0.1152,0.0244,382
hmm_stress__spy_fwd_12m,252,kendall,0.0763,0.0262,382
hmm_stress__spy_fwd_12m,252,distance,0.1524,,382
