date,p_state0,p_state1,viterbi_state,p_stress
2005-03-03,2.42878675154591e-06,0.9999975712132412,1,0.9999975712132412
2005-03-04,2.008990792096561e-06,0.9999979910092005,1,0.9999979910092005
2005-03-07,2.2342292633429273e-06,0.9999977657707292,1,0.9999977657707292
2005-03-08,9.619705214279897e-06,0.9999903802947783,1,0.9999903802947783
2005-03-09,1.3936327070217256e-05,0.9999860636729224,1,0.9999860636729224
2005-03-10,4.923986204545021e-05,0.9999507601379471,1,0.9999507601379471
2005-03-11,0.00020503937200844823,0.9997949606279841,1,0.9997949606279841
2005-03-14,0.000131277419157749,0.9998687225808349,1,0.9998687225808349
2005-03-15,2.5994563133067408e-05,0.9999740054368594,1,0.9999740054368594
2005-03-16,1.6005561957228225e-05,0.9999839944380353,1,0.9999839944380353
2005-03-17,3.6544932016663194e-06,0.9999963455067911,1,0.9999963455067911
2005-03-18,3.832019639180762e-06,0.9999961679803535,1,0.9999961679803535
2005-03-21,1.6177419680804025e-06,0.9999983822580246,1,0.9999983822580246
2005-03-22,7.649501651775625e-07,0.9999992350498275,1,0.9999992350498275
2005-03-23,1.377677298860753e-05,0.9999862232270039,1,0.9999862232270039
2005-03-24,4.446332389433376e-06,0.9999955536676032,1,0.9999955536676032
2005-03-25,4.580574482015927e-06,0.9999954194255105,1,0.9999954194255105
2005-03-28,6.329066516309611e-06,0.9999936709334762,1,0.9999936709334762
2005-03-29,1.575700997086663e-06,0.9999984242989954,1,0.9999984242989954
2005-03-30,1.6587210713047567e-06,0.9999983412789214,1,0.9999983412789214
2005-03-31,1.6719548122885486e-07,0.9999998328045114,1,0.9999998328045114
2005-04-01,3.845999155765881e-07,0.9999996154000771,1,0.9999996154000771
2005-04-04,4.521826631635652e-08,0.9999999547817262,1,0.9999999547817262
2005-04-05,1.863037849530446e-07,0.9999998136962076,1,0.9999998136962076
2005-04-06,3.1115725779174386e-08,0.9999999688842669,1,0.9999999688842669
2005-04-07,3.235976340090868e-08,0.9999999676402295,1,0.9999999676402295
