signal,threshold,threshold_value,threshold_rule,strategy,lead_days,lead_months,oos_sharpe,oos_ann_return,oos_max_drawdown,annual_turnover,oos_n,valid
gold_copper_pctrank_504d,Tp50_lo,0.5268,lte,P2_long_short,42,2,-0.4218,-11.12,-69.13,8.37,1566,False
gold_copper_roc_63d,Tp90_hi,17.0212,gte,P2_long_short,105,5,-0.4219,-11.12,-70.25,8.69,1566,False
gold_copper_acceleration,Tz1_hi,1.0,gte,P2_long_short,147,7,-0.422,-11.14,-59.0,64.69,1566,False
gold_copper_zscore_252d,Tp50_lo,0.0526,lte,P2_long_short,105,5,-0.4221,-11.13,-71.21,14.16,1566,False
gold_copper_pctrank_504d,Tz1_hi,1.0,gte,P2_long_short,210,10,-0.423,-11.14,-69.32,23.82,1566,False
gold_copper_acceleration,Tp50_hi,-0.0707,gte,P2_long_short,105,5,-0.4242,-11.16,-67.65,68.87,1566,False
gold_copper_roc_63d,Tz1_hi,1.0,gte,P2_long_short,21,1,-0.4263,-11.22,-68.23,41.52,1566,False
gold_copper_acceleration,Tp50_lo,-0.0707,lte,P2_long_short,252,12,-0.4265,-11.21,-72.9,65.98,1566,False
gold_copper_mom_252d,Tp50_lo,7.1738,lte,P2_long_short,42,2,-0.4265,-11.21,-69.32,12.23,1566,False
gold_copper_acceleration,Tfix07_hi,0.7,gte,P2_long_short,210,10,-0.4268,-11.22,-58.77,66.94,1566,False
gold_copper_zscore_252d,Tp75_hi,1.0726,gte,P2_long_short,0,0,-0.429,-11.26,-61.82,32.18,1566,False
gold_copper_mom_21d,Tfix03_lo,0.3,lte,P2_long_short,252,12,-0.4293,-11.26,-63.3,58.9,1566,False
gold_copper_roc_5d,Tfix07_hi,0.7,gte,P2_long_short,168,8,-0.43,-11.27,-62.58,111.36,1566,False
gold_copper_zscore_504d,Tp90_lo,2.084,lte,P2_long_short,210,10,-0.4311,-11.33,-64.14,14.8,1566,False
gold_copper_pctrank_504d,Tp50_lo,0.5268,lte,P2_long_short,0,0,-0.4318,-11.32,-69.54,8.37,1566,False
gold_copper_mom_63d,Tp50_lo,0.758,lte,P2_long_short,231,11,-0.4337,-11.36,-58.11,37.98,1566,False
gold_copper_pctrank_1260d,Tp75_hi,0.8221,gte,P2_long_short,147,7,-0.4352,-11.39,-58.74,11.26,1566,False
gold_copper_acceleration,Tz1_hi,1.0,gte,P2_long_short,105,5,-0.4357,-11.38,-73.11,63.08,1566,False
gold_copper_mom_63d,Trp25_lo,-25.5664,lte,P2_long_short,147,7,-0.4377,-11.43,-70.1,27.03,1566,False
gold_copper_mom_63d,Tp25_lo,-25.5664,lte,P2_long_short,147,7,-0.4377,-11.43,-70.1,27.03,1566,False
gold_copper_pctrank_1260d,Tp50_lo,0.5612,lte,P2_long_short,0,0,-0.4382,-11.44,-69.81,12.23,1566,False
gold_copper_roc_63d,Tp50_lo,0.2018,lte,P2_long_short,210,10,-0.4386,-11.45,-62.2,41.2,1566,False
gold_copper_zscore_504d,Tp75_lo,1.0903,lte,P2_long_short,168,8,-0.4406,-11.49,-69.91,20.92,1566,False
gold_copper_mom_21d,Trp25_lo,-15.533,lte,P2_long_short,252,12,-0.442,-11.51,-75.09,49.89,1566,False
gold_copper_mom_21d,Tp25_lo,-15.533,lte,P2_long_short,252,12,-0.442,-11.51,-75.09,49.89,1566,False
gold_copper_zscore_504d,Tp90_hi,2.084,gte,P2_long_short,168,8,-0.4425,-11.53,-65.2,16.41,1566,False
gold_copper_mom_252d,Tp50_lo,7.1738,lte,P2_long_short,252,12,-0.4443,-11.55,-73.73,14.8,1566,False
gold_copper_zscore_504d,Trp25_lo,-1.0311,lte,P2_long_short,21,1,-0.4486,-11.64,-70.24,7.08,1566,False
gold_copper_zscore_504d,Tp25_lo,-1.0311,lte,P2_long_short,21,1,-0.4486,-11.64,-70.24,7.08,1566,False
gold_copper_zscore_126d,Tfix03_lo,0.3,lte,P2_long_short,189,9,-0.4507,-11.69,-73.46,36.37,1566,False
gold_copper_mom_252d,Trp25_lo,-53.7187,lte,P2_long_short,21,1,-0.4512,-11.69,-70.34,1.93,1566,False
gold_copper_mom_252d,Tp25_lo,-53.7187,lte,P2_long_short,21,1,-0.4512,-11.69,-70.34,1.93,1566,False
gold_copper_zscore_252d,Tp25_lo,-0.9767,lte,P2_long_short,63,3,-0.452,-11.71,-70.86,9.01,1566,False
gold_copper_zscore_252d,Trp25_lo,-0.9767,lte,P2_long_short,63,3,-0.452,-11.71,-70.86,9.01,1566,False
gold_copper_mom_63d,Tp90_hi,61.1186,gte,P2_long_short,147,7,-0.4528,-11.73,-58.62,20.6,1566,False
gold_copper_roc_5d,Tp25_hi,-2.0781,gte,P2_long_short,84,4,-0.4532,-11.76,-68.42,88.83,1566,False
gold_copper_roc_126d,Tp90_hi,26.555,gte,P2_long_short,189,9,-0.4533,-11.74,-70.43,12.23,1566,False
gold_copper_mom_63d,Tp90_hi,61.1186,gte,P1_long_cash,126,6,-0.4539,-6.07,-42.47,9.82,1566,False
gold_copper_acceleration,Tp50_lo,-0.0707,lte,P2_long_short,84,4,-0.4543,-11.77,-67.48,68.87,1566,False
gold_copper_mom_63d,Tp50_lo,0.758,lte,P2_long_short,210,10,-0.4546,-11.76,-63.02,39.26,1566,False
gold_copper_mom_21d,Tp75_lo,16.087,lte,P2_long_short,252,12,-0.4547,-11.77,-65.67,43.45,1566,False
gold_copper_acceleration,Tp25_lo,-6.2874,lte,P2_long_short,84,4,-0.455,-11.77,-75.17,49.24,1566,False
gold_copper_acceleration,Trp25_lo,-6.2874,lte,P2_long_short,84,4,-0.455,-11.77,-75.17,49.24,1566,False
gold_copper_acceleration,Tp75_hi,6.1247,gte,P2_long_short,21,1,-0.4555,-11.81,-62.87,37.33,1566,False
gold_copper_zscore_504d,Tp90_hi,2.084,gte,P2_long_short,147,7,-0.4561,-11.8,-61.53,18.34,1566,False
gold_copper_mom_252d,Tfix03_lo,0.3,lte,P2_long_short,252,12,-0.4564,-11.79,-76.26,13.52,1566,False
gold_copper_acceleration,Trp25_lo,-6.2874,lte,P2_long_short,147,7,-0.4576,-11.82,-73.3,50.85,1566,False
gold_copper_acceleration,Tp25_lo,-6.2874,lte,P2_long_short,147,7,-0.4576,-11.82,-73.3,50.85,1566,False
gold_copper_roc_126d,Tp50_lo,0.8514,lte,P2_long_short,126,6,-0.4595,-11.86,-71.72,22.21,1566,False
gold_copper_roc_21d,Tp90_hi,8.7798,gte,P2_long_short,210,10,-0.4596,-11.86,-59.47,19.31,1566,False
gold_copper_roc_126d,Tp90_hi,26.555,gte,P2_long_short,126,6,-0.4604,-11.87,-59.37,12.23,1566,False
gold_copper_roc_63d,Tp90_hi,17.0212,gte,P2_long_short,210,10,-0.4611,-11.89,-71.59,7.72,1566,False
gold_copper_acceleration,Tp90_hi,12.3637,gte,P2_long_short,147,7,-0.4617,-11.9,-73.38,21.89,1566,False
gold_copper_mom_252d,Tp25_lo,-53.7187,lte,P2_long_short,0,0,-0.4621,-11.91,-70.79,1.93,1566,False
gold_copper_mom_252d,Trp25_lo,-53.7187,lte,P2_long_short,0,0,-0.4621,-11.91,-70.79,1.93,1566,False
gold_copper_mom_21d,Tp75_hi,16.087,gte,P2_long_short,105,5,-0.4632,-11.93,-73.95,43.13,1566,False
gold_copper_mom_252d,Tp75_lo,65.8527,lte,P2_long_short,189,9,-0.4645,-11.96,-73.37,29.93,1566,False
gold_copper_zscore_252d,Trp25_lo,-0.9767,lte,P2_long_short,21,1,-0.4648,-11.96,-71.16,9.01,1566,False
gold_copper_zscore_252d,Tp25_lo,-0.9767,lte,P2_long_short,21,1,-0.4648,-11.96,-71.16,9.01,1566,False
gold_copper_roc_63d,Tp90_hi,17.0212,gte,P2_long_short,42,2,-0.4649,-11.96,-72.97,9.66,1566,False
gold_copper_zscore_126d,Tp50_lo,-0.0334,lte,P2_long_short,189,9,-0.465,-11.97,-74.44,33.79,1566,False
gold_copper_mom_252d,Tfix03_lo,0.3,lte,P2_long_short,84,4,-0.4652,-11.97,-70.97,12.87,1566,False
gold_copper_zscore_504d,Tp50_lo,-0.0203,lte,P2_long_short,168,8,-0.4666,-12.0,-70.97,3.22,1566,False
gold_copper_pctrank_504d,Tz1_hi,1.0,gte,P2_long_short,231,11,-0.4669,-12.0,-71.19,23.82,1566,False
gold_copper_pctrank_504d,Tz1_hi,1.0,gte,P1_long_cash,0,0,-0.4684,-4.59,-32.98,11.26,1566,False
gold_copper_mom_252d,Tp90_hi,132.6641,gte,P2_long_short,252,12,-0.4684,-12.03,-71.04,8.37,1566,False
gold_copper_zscore_126d,Tp50_lo,-0.0334,lte,P2_long_short,168,8,-0.4687,-12.04,-71.05,32.83,1566,False
gold_copper_roc_63d,Tp50_lo,0.2018,lte,P2_long_short,231,11,-0.47,-12.07,-60.15,39.91,1566,False
gold_copper_roc_126d,Tzn1_lo,-1.0,lte,P2_long_short,126,6,-0.4701,-12.06,-71.67,25.43,1566,False
gold_copper_roc_126d,Tz1_lo,-1.0,lte,P2_long_short,126,6,-0.4701,-12.06,-71.67,25.43,1566,False
gold_copper_zscore_126d,Tfix03_lo,0.3,lte,P2_long_short,42,2,-0.4701,-12.09,-67.04,36.05,1566,False
gold_copper_mom_252d,Tz1_lo,-1.0,lte,P2_long_short,84,4,-0.4705,-12.07,-71.18,12.23,1566,False
gold_copper_mom_252d,Tzn1_lo,-1.0,lte,P2_long_short,84,4,-0.4705,-12.07,-71.18,12.23,1566,False
gold_copper_mom_252d,Trp25_lo,-53.7187,lte,P2_long_short,42,2,-0.471,-12.08,-71.14,1.93,1566,False
gold_copper_mom_252d,Tp25_lo,-53.7187,lte,P2_long_short,42,2,-0.471,-12.08,-71.14,1.93,1566,False
gold_copper_acceleration,Tzn1_lo,-1.0,lte,P2_long_short,84,4,-0.4723,-12.12,-71.78,68.87,1566,False
gold_copper_acceleration,Tz1_lo,-1.0,lte,P2_long_short,84,4,-0.4723,-12.12,-71.78,68.87,1566,False
gold_copper_pctrank_1260d,Tp90_hi,0.9349,gte,P2_long_short,252,12,-0.4724,-12.11,-71.76,5.79,1566,False
gold_copper_mom_63d,Tp75_hi,28.7156,gte,P2_long_short,0,0,-0.473,-12.12,-66.26,18.67,1566,False
gold_copper_acceleration,Tp25_lo,-6.2874,lte,P2_long_short,252,12,-0.4736,-12.13,-73.71,50.85,1566,False
gold_copper_acceleration,Trp25_lo,-6.2874,lte,P2_long_short,252,12,-0.4736,-12.13,-73.71,50.85,1566,False
gold_copper_roc_21d,Tp75_hi,4.3669,gte,P2_long_short,210,10,-0.4746,-12.16,-62.96,34.11,1566,False
gold_copper_acceleration,Tp75_hi,6.1247,gte,P2_long_short,126,6,-0.4751,-12.16,-71.98,37.33,1566,False
gold_copper_roc_126d,Tp75_hi,11.28,gte,P2_long_short,105,5,-0.4753,-12.17,-62.25,17.38,1566,False
gold_copper_pctrank_504d,Tp75_lo,0.841,lte,P2_long_short,42,2,-0.4755,-12.19,-67.28,19.95,1566,False
gold_copper_roc_5d,Tz1_hi,1.0,gte,P2_long_short,210,10,-0.476,-12.18,-64.13,112.32,1566,False
gold_copper_zscore_252d,Tz1_lo,-1.0,lte,P2_long_short,63,3,-0.476,-12.18,-71.81,10.3,1566,False
gold_copper_zscore_252d,Tzn1_lo,-1.0,lte,P2_long_short,63,3,-0.476,-12.18,-71.81,10.3,1566,False
gold_copper_roc_5d,Tz1_hi,1.0,gte,P2_long_short,84,4,-0.4765,-12.21,-63.03,108.46,1566,False
gold_copper_acceleration,Tz1_hi,1.0,gte,P2_long_short,210,10,-0.4768,-12.2,-62.81,65.66,1566,False
gold_copper_mom_63d,Tzn1_lo,-1.0,lte,P2_long_short,210,10,-0.4773,-12.2,-61.07,42.48,1566,False
gold_copper_mom_63d,Tz1_lo,-1.0,lte,P2_long_short,210,10,-0.4773,-12.2,-61.07,42.48,1566,False
gold_copper_zscore_252d,Tfix07_hi,0.7,gte,P2_long_short,0,0,-0.4787,-12.23,-63.59,28.32,1566,False
gold_copper_zscore_504d,Tp75_lo,1.0903,lte,P2_long_short,210,10,-0.4788,-12.23,-64.76,19.95,1566,False
gold_copper_roc_5d,Trp25_lo,-2.0781,lte,P2_long_short,252,12,-0.4812,-12.27,-77.73,82.71,1566,False
gold_copper_roc_5d,Tp25_lo,-2.0781,lte,P2_long_short,252,12,-0.4812,-12.27,-77.73,82.71,1566,False
gold_copper_roc_5d,Tz1_hi,1.0,gte,P2_long_short,168,8,-0.4819,-12.28,-66.23,110.07,1566,False
gold_copper_mom_63d,Tfix03_lo,0.3,lte,P2_long_short,231,11,-0.4822,-12.3,-60.81,39.91,1566,False
gold_copper_zscore_252d,Tfix03_lo,0.3,lte,P2_long_short,147,7,-0.4833,-12.32,-71.89,20.6,1566,False
gold_copper_roc_5d,Tp50_hi,0.0074,gte,P2_long_short,189,9,-0.4839,-12.34,-59.03,112.0,1566,False
gold_copper_zscore_504d,Trp25_lo,-1.0311,lte,P2_long_short,231,11,-0.4847,-12.34,-72.58,7.08,1566,False
gold_copper_zscore_504d,Tp25_lo,-1.0311,lte,P2_long_short,231,11,-0.4847,-12.34,-72.58,7.08,1566,False
gold_copper_pctrank_504d,Tz1_hi,1.0,gte,P2_long_short,21,1,-0.4867,-12.36,-73.82,22.53,1566,False
gold_copper_roc_5d,Trp25_lo,-2.0781,lte,P2_long_short,21,1,-0.4872,-12.4,-69.63,86.9,1566,False
gold_copper_roc_5d,Tp25_lo,-2.0781,lte,P2_long_short,21,1,-0.4872,-12.4,-69.63,86.9,1566,False
gold_copper_roc_21d,Trp25_lo,-4.0484,lte,P2_long_short,126,6,-0.4876,-12.39,-73.54,42.16,1566,False
gold_copper_roc_21d,Tp25_lo,-4.0484,lte,P2_long_short,126,6,-0.4876,-12.39,-73.54,42.16,1566,False
gold_copper_pctrank_504d,Tp90_hi,0.9722,gte,P2_long_short,21,1,-0.4881,-12.42,-59.53,28.32,1566,False
gold_copper_roc_63d,Tfix03_lo,0.3,lte,P2_long_short,231,11,-0.489,-12.43,-60.67,41.84,1566,False
gold_copper_zscore_504d,Tz1_lo,-1.0,lte,P1_long_cash,84,4,-0.4893,-3.31,-21.47,3.54,1566,False
gold_copper_zscore_504d,Tzn1_lo,-1.0,lte,P1_long_cash,84,4,-0.4893,-3.31,-21.47,3.54,1566,False
gold_copper_zscore_126d,Tp50_lo,-0.0334,lte,P2_long_short,63,3,-0.4894,-12.45,-63.05,34.11,1566,False
gold_copper_acceleration,Tz1_lo,-1.0,lte,P2_long_short,252,12,-0.4904,-12.45,-76.83,66.62,1566,False
gold_copper_acceleration,Tzn1_lo,-1.0,lte,P2_long_short,252,12,-0.4904,-12.45,-76.83,66.62,1566,False
gold_copper_mom_21d,Trp25_lo,-15.533,lte,P2_long_short,63,3,-0.4904,-12.47,-61.58,48.6,1566,False
gold_copper_mom_21d,Tp25_lo,-15.533,lte,P2_long_short,63,3,-0.4904,-12.47,-61.58,48.6,1566,False
gold_copper_zscore_252d,Tp90_hi,2.0171,gte,P2_long_short,126,6,-0.491,-12.47,-69.0,17.7,1566,False
gold_copper_pctrank_1260d,Tfix03_lo,0.3,lte,P2_long_short,0,0,-0.4914,-12.48,-71.94,4.51,1566,False
gold_copper_zscore_504d,Tp75_lo,1.0903,lte,P2_long_short,231,11,-0.4918,-12.49,-63.07,19.63,1566,False
gold_copper_mom_21d,Tp90_hi,32.7891,gte,P2_long_short,126,6,-0.4943,-12.53,-68.19,21.24,1566,False
gold_copper_zscore_126d,Tzn1_lo,-1.0,lte,P2_long_short,189,9,-0.4944,-12.53,-74.55,22.53,1566,False
gold_copper_zscore_126d,Tz1_lo,-1.0,lte,P2_long_short,189,9,-0.4944,-12.53,-74.55,22.53,1566,False
gold_copper_pctrank_1260d,Tp25_lo,0.3169,lte,P2_long_short,210,10,-0.4949,-12.54,-72.92,7.08,1566,False
gold_copper_pctrank_1260d,Trp25_lo,0.3169,lte,P2_long_short,210,10,-0.4949,-12.54,-72.92,7.08,1566,False
gold_copper_zscore_126d,Tp90_hi,2.0703,gte,P2_long_short,42,2,-0.4957,-12.56,-72.27,17.38,1566,False
gold_copper_pctrank_1260d,Tp90_hi,0.9349,gte,P2_long_short,0,0,-0.4966,-12.58,-66.54,6.44,1566,False
gold_copper_pctrank_504d,Tfix03_lo,0.3,lte,P2_long_short,21,1,-0.4979,-12.6,-72.19,12.23,1566,False
gold_copper_roc_5d,Tp90_hi,4.3297,gte,P1_long_cash,0,0,-0.4983,-5.98,-35.43,16.74,1566,False
gold_copper_pctrank_1260d,Tp50_lo,0.5612,lte,P2_long_short,189,9,-0.4983,-12.61,-73.59,12.55,1566,False
gold_copper_acceleration,Tp90_hi,12.3637,gte,P2_long_short,21,1,-0.5004,-12.65,-64.66,21.24,1566,False
gold_copper_mom_252d,Tz1_lo,-1.0,lte,P2_long_short,252,12,-0.5012,-12.66,-76.34,12.87,1566,False
gold_copper_mom_252d,Tzn1_lo,-1.0,lte,P2_long_short,252,12,-0.5012,-12.66,-76.34,12.87,1566,False
gold_copper_roc_5d,Tp50_hi,0.0074,gte,P2_long_short,126,6,-0.5013,-12.69,-67.96,111.68,1566,False
gold_copper_zscore_252d,Tfix07_hi,0.7,gte,P2_long_short,84,4,-0.5026,-12.72,-69.66,29.61,1566,False
gold_copper_mom_21d,Tp75_hi,16.087,gte,P2_long_short,210,10,-0.5042,-12.73,-64.79,43.13,1566,False
gold_copper_pctrank_504d,Tp50_lo,0.5268,lte,P2_long_short,21,1,-0.5045,-12.73,-72.46,8.37,1566,False
gold_copper_mom_21d,Tfix07_hi,0.7,gte,P2_long_short,42,2,-0.5046,-12.74,-62.91,59.54,1566,False
gold_copper_mom_21d,Trp25_lo,-15.533,lte,P2_long_short,21,1,-0.5055,-12.75,-72.2,48.92,1566,False
gold_copper_mom_21d,Tp25_lo,-15.533,lte,P2_long_short,21,1,-0.5055,-12.75,-72.2,48.92,1566,False
gold_copper_zscore_504d,Tfix03_lo,0.3,lte,P2_long_short,21,1,-0.5063,-12.76,-72.76,10.94,1566,False
gold_copper_roc_126d,Tp75_hi,11.28,gte,P2_long_short,84,4,-0.5074,-12.82,-65.09,17.38,1566,False
gold_copper_mom_252d,Tp50_lo,7.1738,lte,P2_long_short,105,5,-0.5077,-12.79,-73.34,12.23,1566,False
gold_copper_roc_5d,Tp90_hi,4.3297,gte,P2_long_short,63,3,-0.5082,-12.8,-72.88,31.54,1566,False
gold_copper_pctrank_504d,Tp50_lo,0.5268,lte,P2_long_short,210,10,-0.5091,-12.82,-73.71,9.66,1566,False
gold_copper_roc_63d,Tfix07_hi,0.7,gte,P2_long_short,21,1,-0.5096,-12.83,-69.46,44.09,1566,False
gold_copper_roc_21d,Tp50_hi,0.0209,gte,P2_long_short,42,2,-0.5101,-12.85,-64.92,61.47,1566,False
gold_copper_mom_21d,Tp50_hi,0.098,gte,P2_long_short,42,2,-0.5101,-12.85,-64.92,61.47,1566,False
gold_copper_pctrank_1260d,Tfix03_lo,0.3,lte,P2_long_short,210,10,-0.5103,-12.84,-73.56,5.15,1566,False
gold_copper_roc_21d,Tz1_hi,1.0,gte,P2_long_short,210,10,-0.5141,-12.92,-73.22,62.44,1566,False
gold_copper_roc_21d,Tp75_hi,4.3669,gte,P2_long_short,105,5,-0.5154,-12.94,-73.38,32.83,1566,False
gold_copper_mom_252d,Tp90_hi,132.6641,gte,P2_long_short,0,0,-0.5161,-12.96,-67.64,7.4,1566,False
gold_copper_pctrank_504d,Trp25_lo,0.1605,lte,P1_long_cash,84,4,-0.5167,-3.46,-24.61,8.37,1566,False
gold_copper_pctrank_504d,Tp25_lo,0.1605,lte,P1_long_cash,84,4,-0.5167,-3.46,-24.61,8.37,1566,False
gold_copper_roc_5d,Tp50_hi,0.0074,gte,P2_long_short,168,8,-0.517,-12.98,-63.97,112.0,1566,False
gold_copper_roc_21d,Tz1_lo,-1.0,lte,P2_long_short,252,12,-0.5177,-12.98,-71.16,67.91,1566,False
gold_copper_roc_21d,Tzn1_lo,-1.0,lte,P2_long_short,252,12,-0.5177,-12.98,-71.16,67.91,1566,False
gold_copper_mom_63d,Tfix03_lo,0.3,lte,P2_long_short,210,10,-0.5178,-12.98,-63.17,41.2,1566,False
gold_copper_roc_63d,Trp25_lo,-6.739,lte,P2_long_short,63,3,-0.5182,-13.0,-59.96,19.95,1566,False
gold_copper_roc_63d,Tp25_lo,-6.739,lte,P2_long_short,63,3,-0.5182,-13.0,-59.96,19.95,1566,False
gold_copper_zscore_252d,Tp90_hi,2.0171,gte,P2_long_short,105,5,-0.5203,-13.03,-72.24,18.02,1566,False
gold_copper_roc_21d,Tfix03_lo,0.3,lte,P2_long_short,252,12,-0.5207,-13.04,-69.15,60.83,1566,False
gold_copper_roc_21d,Tp75_hi,4.3669,gte,P2_long_short,189,9,-0.5208,-13.05,-62.38,34.44,1566,False
gold_copper_roc_5d,Tp75_hi,2.0649,gte,P2_long_short,42,2,-0.521,-13.04,-67.92,88.83,1566,False
gold_copper_roc_5d,Tp50_lo,0.0074,lte,P2_long_short,231,11,-0.5213,-13.07,-67.7,112.64,1566,False
gold_copper_zscore_126d,Tp90_hi,2.0703,gte,P2_long_short,126,6,-0.5221,-13.07,-73.45,18.99,1566,False
gold_copper_roc_5d,Tfix07_hi,0.7,gte,P2_long_short,189,9,-0.5222,-13.07,-60.12,112.0,1566,False
gold_copper_zscore_126d,Tp75_hi,1.18,gte,P2_long_short,147,7,-0.5249,-13.13,-62.93,31.86,1566,False
gold_copper_zscore_252d,Tp90_hi,2.0171,gte,P2_long_short,0,0,-0.5264,-13.13,-72.32,19.31,1566,False
gold_copper_pctrank_1260d,Tp50_lo,0.5612,lte,P2_long_short,63,3,-0.5264,-13.15,-73.26,12.23,1566,False
gold_copper_zscore_126d,Tp90_hi,2.0703,gte,P2_long_short,189,9,-0.5273,-13.17,-66.44,19.63,1566,False
gold_copper_zscore_126d,Tz1_hi,1.0,gte,P2_long_short,147,7,-0.5283,-13.19,-65.56,31.22,1566,False
gold_copper_mom_63d,Tp90_hi,61.1186,gte,P2_long_short,0,0,-0.5284,-13.19,-63.89,19.95,1566,False
gold_copper_zscore_126d,Tp50_lo,-0.0334,lte,P2_long_short,42,2,-0.5288,-13.22,-68.22,34.11,1566,False
gold_copper_pctrank_504d,Tz1_hi,1.0,gte,P2_long_short,189,9,-0.5297,-13.2,-66.55,24.46,1566,False
gold_copper_roc_5d,Tp25_hi,-2.0781,gte,P2_long_short,0,0,-0.53,-13.21,-63.55,87.22,1566,False
gold_copper_zscore_252d,Tfix03_lo,0.3,lte,P2_long_short,189,9,-0.5301,-13.22,-75.0,21.56,1566,False
gold_copper_mom_21d,Tp75_hi,16.087,gte,P2_long_short,147,7,-0.5309,-13.25,-61.11,44.09,1566,False
gold_copper_zscore_504d,Tz1_lo,-1.0,lte,P2_long_short,21,1,-0.5313,-13.24,-73.44,7.08,1566,False
gold_copper_zscore_504d,Tzn1_lo,-1.0,lte,P2_long_short,21,1,-0.5313,-13.24,-73.44,7.08,1566,False
gold_copper_zscore_126d,Trp25_lo,-1.0407,lte,P2_long_short,189,9,-0.5321,-13.26,-75.55,20.6,1566,False
gold_copper_zscore_126d,Tp25_lo,-1.0407,lte,P2_long_short,189,9,-0.5321,-13.26,-75.55,20.6,1566,False
gold_copper_mom_21d,Tp90_hi,32.7891,gte,P2_long_short,105,5,-0.5321,-13.26,-73.98,20.6,1566,False
gold_copper_mom_252d,Tz1_lo,-1.0,lte,P2_long_short,21,1,-0.5327,-13.27,-73.49,12.23,1566,False
gold_copper_mom_252d,Tzn1_lo,-1.0,lte,P2_long_short,21,1,-0.5327,-13.27,-73.49,12.23,1566,False
gold_copper_mom_252d,Tp50_lo,7.1738,lte,P2_long_short,210,10,-0.5331,-13.28,-75.79,14.48,1566,False
gold_copper_roc_5d,Tp90_hi,4.3297,gte,P2_long_short,168,8,-0.5337,-13.29,-74.72,32.83,1566,False
gold_copper_zscore_126d,Tp50_hi,-0.0334,gte,P2_long_short,0,0,-0.5338,-13.3,-68.37,32.83,1566,False
gold_copper_roc_5d,Tp75_hi,2.0649,gte,P2_long_short,231,11,-0.5339,-13.29,-70.35,88.18,1566,False
gold_copper_pctrank_504d,Tp50_lo,0.5268,lte,P2_long_short,63,3,-0.536,-13.34,-74.47,8.37,1566,False
gold_copper_zscore_126d,Tfix07_hi,0.7,gte,P2_long_short,0,0,-0.538,-13.37,-64.96,35.4,1566,False
gold_copper_pctrank_1260d,Tp50_lo,0.5612,lte,P2_long_short,21,1,-0.5399,-13.41,-73.75,12.23,1566,False
gold_copper_zscore_126d,Tfix07_hi,0.7,gte,P2_long_short,147,7,-0.5401,-13.42,-68.51,32.51,1566,False
gold_copper_roc_63d,Tp25_lo,-6.739,lte,P2_long_short,210,10,-0.5414,-13.44,-74.52,18.67,1566,False
gold_copper_roc_63d,Trp25_lo,-6.739,lte,P2_long_short,210,10,-0.5414,-13.44,-74.52,18.67,1566,False
gold_copper_roc_126d,Trp25_lo,-9.8165,lte,P2_long_short,126,6,-0.5426,-13.46,-73.84,6.44,1566,False
gold_copper_roc_126d,Tp25_lo,-9.8165,lte,P2_long_short,126,6,-0.5426,-13.46,-73.84,6.44,1566,False
gold_copper_acceleration,Tp90_hi,12.3637,gte,P2_long_short,126,6,-0.5431,-13.47,-74.77,21.89,1566,False
gold_copper_zscore_504d,Tp75_lo,1.0903,lte,P2_long_short,189,9,-0.5434,-13.48,-75.52,20.92,1566,False
gold_copper_pctrank_1260d,Tfix03_lo,0.3,lte,P2_long_short,147,7,-0.5439,-13.49,-73.89,4.51,1566,False
gold_copper_pctrank_504d,Tp50_lo,0.5268,lte,P2_long_short,168,8,-0.5451,-13.51,-73.93,7.08,1566,False
gold_copper_mom_63d,Trp25_lo,-25.5664,lte,P2_long_short,63,3,-0.5464,-13.55,-60.84,27.68,1566,False
gold_copper_roc_5d,Tp25_lo,-2.0781,lte,P2_long_short,105,5,-0.5464,-13.54,-65.15,88.18,1566,False
gold_copper_roc_5d,Trp25_lo,-2.0781,lte,P2_long_short,105,5,-0.5464,-13.54,-65.15,88.18,1566,False
gold_copper_mom_63d,Tp25_lo,-25.5664,lte,P2_long_short,63,3,-0.5464,-13.55,-60.84,27.68,1566,False
gold_copper_roc_63d,Tp90_hi,17.0212,gte,P2_long_short,84,4,-0.5466,-13.54,-73.99,9.01,1566,False
gold_copper_zscore_504d,Tfix03_lo,0.3,lte,P2_long_short,84,4,-0.5466,-13.54,-73.99,10.94,1566,False
gold_copper_acceleration,Tp90_hi,12.3637,gte,P2_long_short,105,5,-0.5472,-13.55,-73.25,22.21,1566,False
gold_copper_mom_252d,Tp50_lo,7.1738,lte,P2_long_short,21,1,-0.5488,-13.58,-74.07,12.23,1566,False
gold_copper_mom_21d,Tp50_lo,0.098,lte,P2_long_short,252,12,-0.549,-13.58,-68.02,59.54,1566,False
gold_copper_roc_21d,Tp50_lo,0.0209,lte,P2_long_short,252,12,-0.549,-13.58,-68.02,59.54,1566,False
gold_copper_pctrank_1260d,Tp25_lo,0.3169,lte,P2_long_short,0,0,-0.5491,-13.59,-74.08,5.79,1566,False
gold_copper_pctrank_1260d,Trp25_lo,0.3169,lte,P2_long_short,0,0,-0.5491,-13.59,-74.08,5.79,1566,False
gold_copper_roc_5d,Tp75_hi,2.0649,gte,P2_long_short,147,7,-0.5492,-13.6,-63.21,87.86,1566,False
gold_copper_roc_21d,Tp90_hi,8.7798,gte,P2_long_short,168,8,-0.5498,-13.6,-76.5,19.95,1566,False
gold_copper_zscore_504d,Tp50_lo,-0.0203,lte,P2_long_short,63,3,-0.5507,-13.62,-74.14,3.86,1566,False
