signal,threshold,strategy,lead_days,lookback,oos_sharpe,oos_ann_return,max_drawdown,win_rate,n_trades,annual_turnover,valid,oos_n_obs,oos_n_trades
S2c_zscore_36m,T3_z0.5,P3,0,LB24,0.0208,0.002979,-0.252311,0.5634,41,1.39,True,71,41
S2c_zscore_36m,T3_z1.0,P1,0,LB24,0.59,0.040516,-0.135796,0.3944,45,1.53,True,71,45
S2c_zscore_36m,T3_z1.0,P2,0,LB24,0.9784,0.054441,-0.061359,0.6338,185,6.81,True,71,185
S2c_zscore_36m,T3_z1.0,P3,0,LB24,-0.1267,-0.018185,-0.346141,0.5493,45,1.53,False,71,45
S2c_zscore_36m,T3_z1.5,P1,0,LB24,0.8834,0.066952,-0.100163,0.4789,39,1.32,True,71,39
S2c_zscore_36m,T3_z1.5,P2,0,LB24,0.9784,0.054441,-0.061359,0.6338,185,6.81,True,71,185
S2c_zscore_36m,T3_z1.5,P3,0,LB24,0.2421,0.034687,-0.261343,0.6056,39,1.32,True,71,39
S2c_zscore_36m,T3_z2.0,P1,0,LB24,0.8388,0.074997,-0.086888,0.6056,29,0.98,True,71,29
S2c_zscore_36m,T3_z2.0,P2,0,LB24,0.9784,0.054441,-0.061359,0.6338,185,6.81,True,71,185
S2c_zscore_36m,T3_z2.0,P3,0,LB24,0.3551,0.050777,-0.221001,0.7042,29,0.98,True,71,29
S2c_zscore_36m,T1_p40,P1,1,LB24,0.8018,0.04575,-0.071608,0.2958,25,0.85,True,71,25
S2c_zscore_36m,T1_p40,P2,1,LB24,0.8771,0.053966,-0.062033,0.5634,185,6.83,True,71,185
S2c_zscore_36m,T1_p40,P3,1,LB24,-0.0539,-0.007717,-0.246156,0.5211,25,0.85,False,71,25
S2c_zscore_36m,T1_p50,P1,1,LB24,0.7388,0.056606,-0.142588,0.3662,33,1.12,True,71,33
S2c_zscore_36m,T1_p50,P2,1,LB24,0.8771,0.053966,-0.062033,0.5634,185,6.83,True,71,185
S2c_zscore_36m,T1_p50,P3,1,LB24,0.0978,0.013994,-0.248421,0.5634,33,1.12,True,71,33
S2c_zscore_36m,T1_p60,P1,1,LB24,0.697,0.070693,-0.141686,0.507,27,0.92,True,71,27
S2c_zscore_36m,T1_p60,P2,1,LB24,0.8771,0.053966,-0.062033,0.5634,185,6.83,True,71,185
S2c_zscore_36m,T1_p60,P3,1,LB24,0.296,0.042169,-0.183502,0.6056,27,0.92,True,71,27
S2c_zscore_36m,T1_p70,P1,1,LB24,0.669,0.071651,-0.141686,0.5634,27,0.92,True,71,27
S2c_zscore_36m,T1_p70,P2,1,LB24,0.8771,0.053966,-0.062033,0.5634,185,6.83,True,71,185
S2c_zscore_36m,T1_p70,P3,1,LB24,0.3089,0.044084,-0.175283,0.6338,27,0.92,True,71,27
S2c_zscore_36m,T1_p75,P1,1,LB24,0.4091,0.050119,-0.205638,0.5915,19,0.64,True,71,19
S2c_zscore_36m,T1_p75,P2,1,LB24,0.8771,0.053966,-0.062033,0.5634,185,6.83,True,71,185
S2c_zscore_36m,T1_p75,P3,1,LB24,0.0071,0.001022,-0.345254,0.6338,19,0.64,True,71,19
S2c_zscore_36m,T1_p80,P1,1,LB24,0.4139,0.050706,-0.205638,0.6056,21,0.71,True,71,21
S2c_zscore_36m,T1_p80,P2,1,LB24,0.8771,0.053966,-0.062033,0.5634,185,6.83,True,71,185
S2c_zscore_36m,T1_p80,P3,1,LB24,0.0153,0.002194,-0.345254,0.6479,21,0.71,True,71,21
S2c_zscore_36m,T1_p85,P1,1,LB24,0.51,0.064503,-0.205638,0.6197,21,0.71,True,71,21
S2c_zscore_36m,T1_p85,P2,1,LB24,0.8771,0.053966,-0.062033,0.5634,185,6.83,True,71,185
S2c_zscore_36m,T1_p85,P3,1,LB24,0.2083,0.029789,-0.345254,0.662,21,0.71,True,71,21
S2c_zscore_36m,T3_z0.0,P1,1,LB24,1.3238,0.065655,-0.063802,0.338,33,1.12,True,71,33
S2c_zscore_36m,T3_z0.0,P2,1,LB24,0.8771,0.053966,-0.062033,0.5634,185,6.83,True,71,185
S2c_zscore_36m,T3_z0.0,P3,1,LB24,0.2249,0.032094,-0.246156,0.5775,33,1.12,True,71,33
S2c_zscore_36m,T3_z0.5,P1,1,LB24,0.7115,0.050222,-0.133853,0.3944,41,1.39,True,71,41
S2c_zscore_36m,T3_z0.5,P2,1,LB24,0.8771,0.053966,-0.062033,0.5634,185,6.83,True,71,185
S2c_zscore_36m,T3_z0.5,P3,1,LB24,0.0086,0.001226,-0.35457,0.5915,41,1.39,True,71,41
S2c_zscore_36m,T3_z1.0,P1,1,LB24,0.885,0.067186,-0.083434,0.4507,45,1.53,True,71,45
S2c_zscore_36m,T3_z1.0,P2,1,LB24,0.8771,0.053966,-0.062033,0.5634,185,6.83,True,71,185
S2c_zscore_36m,T3_z1.0,P3,1,LB24,0.2465,0.035155,-0.262853,0.6338,45,1.53,True,71,45
S2c_zscore_36m,T3_z1.5,P1,1,LB24,0.8166,0.068857,-0.083892,0.507,39,1.32,True,71,39
S2c_zscore_36m,T3_z1.5,P2,1,LB24,0.8771,0.053966,-0.062033,0.5634,185,6.83,True,71,185
S2c_zscore_36m,T3_z1.5,P3,1,LB24,0.2697,0.038497,-0.2229,0.662,39,1.32,True,71,39
S2c_zscore_36m,T3_z2.0,P1,1,LB24,0.4889,0.053886,-0.206432,0.5775,29,0.98,True,71,29
S2c_zscore_36m,T3_z2.0,P2,1,LB24,0.8771,0.053966,-0.062033,0.5634,185,6.83,True,71,185
S2c_zscore_36m,T3_z2.0,P3,1,LB24,0.0597,0.008554,-0.377277,0.6479,29,0.98,True,71,29
S2c_zscore_36m,T1_p40,P1,2,LB24,0.4114,0.028239,-0.142159,0.2958,24,0.81,True,71,24
S2c_zscore_36m,T1_p40,P2,2,LB24,0.4567,0.034142,-0.138133,0.5775,184,6.81,True,71,184
S2c_zscore_36m,T1_p40,P3,2,LB24,-0.2994,-0.042739,-0.363284,0.507,24,0.81,False,71,24
S2c_zscore_36m,T1_p50,P1,2,LB24,0.4251,0.035309,-0.141686,0.3521,32,1.08,True,71,32
S2c_zscore_36m,T1_p50,P2,2,LB24,0.4567,0.034142,-0.138133,0.5775,184,6.81,True,71,184
S2c_zscore_36m,T1_p50,P3,2,LB24,-0.1999,-0.028599,-0.321638,0.5211,32,1.08,False,71,32
S2c_zscore_36m,T1_p60,P1,2,LB24,0.5452,0.062677,-0.141686,0.5211,25,0.85,True,71,25
S2c_zscore_36m,T1_p60,P2,2,LB24,0.4567,0.034142,-0.138133,0.5775,184,6.81,True,71,184
S2c_zscore_36m,T1_p60,P3,2,LB24,0.1827,0.026137,-0.286112,0.6338,25,0.85,True,71,25
S2c_zscore_36m,T1_p70,P1,2,LB24,0.4899,0.06399,-0.205256,0.5775,27,0.92,True,71,27
S2c_zscore_36m,T1_p70,P2,2,LB24,0.4567,0.034142,-0.138133,0.5775,184,6.81,True,71,184
S2c_zscore_36m,T1_p70,P3,2,LB24,0.2014,0.028763,-0.229589,0.6197,27,0.92,True,71,27
S2c_zscore_36m,T1_p75,P1,2,LB24,0.5816,0.078067,-0.20518,0.6056,19,0.64,True,71,19
S2c_zscore_36m,T1_p75,P2,2,LB24,0.4567,0.034142,-0.138133,0.5775,184,6.81,True,71,184
S2c_zscore_36m,T1_p75,P3,2,LB24,0.4008,0.056917,-0.20518,0.6479,19,0.64,True,71,19
S2c_zscore_36m,T1_p80,P1,2,LB24,0.6243,0.084122,-0.20518,0.6197,21,0.71,True,71,21
S2c_zscore_36m,T1_p80,P2,2,LB24,0.4567,0.034142,-0.138133,0.5775,184,6.81,True,71,184
S2c_zscore_36m,T1_p80,P3,2,LB24,0.4878,0.069026,-0.20518,0.662,21,0.71,True,71,21
S2c_zscore_36m,T1_p85,P1,2,LB24,0.6288,0.084738,-0.20518,0.6338,21,0.71,True,71,21
S2c_zscore_36m,T1_p85,P2,2,LB24,0.4567,0.034142,-0.138133,0.5775,184,6.81,True,71,184
S2c_zscore_36m,T1_p85,P3,2,LB24,0.4963,0.070259,-0.20518,0.6761,21,0.71,True,71,21
S2c_zscore_36m,T3_z0.0,P1,2,LB24,0.4558,0.032511,-0.158515,0.3099,32,1.08,True,71,32
S2c_zscore_36m,T3_z0.0,P2,2,LB24,0.4567,0.034142,-0.138133,0.5775,184,6.81,True,71,184
S2c_zscore_36m,T3_z0.0,P3,2,LB24,-0.239,-0.034196,-0.378312,0.507,32,1.08,False,71,32
S2c_zscore_36m,T3_z0.5,P1,2,LB24,0.2563,0.023751,-0.257382,0.3803,40,1.36,True,71,40
S2c_zscore_36m,T3_z0.5,P2,2,LB24,0.4567,0.034142,-0.138133,0.5775,184,6.81,True,71,184
S2c_zscore_36m,T3_z0.5,P3,2,LB24,-0.3628,-0.051715,-0.500804,0.5634,40,1.36,False,71,40
S2c_zscore_36m,T3_z1.0,P1,2,LB24,0.2265,0.022001,-0.246986,0.4366,44,1.49,True,71,44
S2c_zscore_36m,T3_z1.0,P2,2,LB24,0.4567,0.034142,-0.138133,0.5775,184,6.81,True,71,184
S2c_zscore_36m,T3_z1.0,P3,2,LB24,-0.3872,-0.055216,-0.486651,0.6056,44,1.49,False,71,44
S2c_zscore_36m,T3_z1.5,P1,2,LB24,0.3497,0.037058,-0.21246,0.507,38,1.29,True,71,38
S2c_zscore_36m,T3_z1.5,P2,2,LB24,0.4567,0.034142,-0.138133,0.5775,184,6.81,True,71,184
S2c_zscore_36m,T3_z1.5,P3,2,LB24,-0.1753,-0.025102,-0.432764,0.662,38,1.29,False,71,38
S2c_zscore_36m,T3_z2.0,P1,2,LB24,0.3796,0.049213,-0.205516,0.5915,28,0.95,True,71,28
S2c_zscore_36m,T3_z2.0,P2,2,LB24,0.4567,0.034142,-0.138133,0.5775,184,6.81,True,71,184
S2c_zscore_36m,T3_z2.0,P3,2,LB24,-0.0055,-0.000792,-0.292926,0.6338,28,0.95,False,71,28
S2c_zscore_36m,T1_p40,P1,3,LB24,0.5412,0.040617,-0.141686,0.2958,22,0.75,True,71,22
S2c_zscore_36m,T1_p40,P2,3,LB24,0.885,0.066171,-0.113421,0.6056,183,6.8,True,71,183
S2c_zscore_36m,T1_p40,P3,3,LB24,-0.1258,-0.017984,-0.258713,0.493,22,0.75,False,71,22
S2c_zscore_36m,T1_p50,P1,3,LB24,0.645,0.054919,-0.141686,0.3521,30,1.02,True,71,30
S2c_zscore_36m,T1_p50,P2,3,LB24,0.885,0.066171,-0.113421,0.6056,183,6.8,True,71,183
S2c_zscore_36m,T1_p50,P3,3,LB24,0.0743,0.01062,-0.219951,0.507,30,1.02,True,71,30
S2c_zscore_36m,T1_p60,P1,3,LB24,0.8247,0.090637,-0.141686,0.5211,23,0.78,True,71,23
S2c_zscore_36m,T1_p60,P2,3,LB24,0.885,0.066171,-0.113421,0.6056,183,6.8,True,71,183
S2c_zscore_36m,T1_p60,P3,3,LB24,0.5822,0.082058,-0.230694,0.6056,23,0.78,True,71,23
S2c_zscore_36m,T1_p70,P1,3,LB24,0.6561,0.088518,-0.20518,0.5915,23,0.78,True,71,23
S2c_zscore_36m,T1_p70,P2,3,LB24,0.885,0.066171,-0.113421,0.6056,183,6.8,True,71,183
S2c_zscore_36m,T1_p70,P3,3,LB24,0.5512,0.07782,-0.20518,0.6479,23,0.78,True,71,23
S2c_zscore_36m,T1_p75,P1,3,LB24,0.6382,0.086348,-0.20518,0.6197,19,0.64,True,71,19
S2c_zscore_36m,T1_p75,P2,3,LB24,0.885,0.066171,-0.113421,0.6056,183,6.8,True,71,183
S2c_zscore_36m,T1_p75,P3,3,LB24,0.5193,0.073479,-0.20518,0.662,19,0.64,True,71,19
S2c_zscore_36m,T1_p80,P1,3,LB24,0.6398,0.086551,-0.20518,0.6338,21,0.71,True,71,21
S2c_zscore_36m,T1_p80,P2,3,LB24,0.885,0.066171,-0.113421,0.6056,183,6.8,True,71,183
S2c_zscore_36m,T1_p80,P3,3,LB24,0.5221,0.073884,-0.20518,0.6761,21,0.71,True,71,21
S2c_zscore_36m,T1_p85,P1,3,LB24,0.6164,0.083604,-0.20518,0.6338,21,0.71,True,71,21
S2c_zscore_36m,T1_p85,P2,3,LB24,0.885,0.066171,-0.113421,0.6056,183,6.8,True,71,183
S2c_zscore_36m,T1_p85,P3,3,LB24,0.4795,0.067991,-0.20518,0.662,21,0.71,True,71,21
S2c_zscore_36m,T3_z0.0,P1,3,LB24,1.0772,0.071103,-0.071608,0.3521,32,1.08,True,71,32
S2c_zscore_36m,T3_z0.0,P2,3,LB24,0.885,0.066171,-0.113421,0.6056,183,6.8,True,71,183
S2c_zscore_36m,T3_z0.0,P3,3,LB24,0.302,0.042989,-0.183248,0.5775,32,1.08,True,71,32
S2c_zscore_36m,T3_z0.5,P1,3,LB24,0.7953,0.072388,-0.141686,0.3944,40,1.36,True,71,40
S2c_zscore_36m,T3_z0.5,P2,3,LB24,0.885,0.066171,-0.113421,0.6056,183,6.8,True,71,183
S2c_zscore_36m,T3_z0.5,P3,3,LB24,0.3204,0.045558,-0.245677,0.5775,40,1.36,True,71,40
S2c_zscore_36m,T3_z1.0,P1,3,LB24,0.7637,0.071994,-0.141686,0.4225,44,1.49,True,71,44
S2c_zscore_36m,T3_z1.0,P2,3,LB24,0.885,0.066171,-0.113421,0.6056,183,6.8,True,71,183
S2c_zscore_36m,T3_z1.0,P3,3,LB24,0.3148,0.04477,-0.272209,0.5634,44,1.49,True,71,44
S2c_zscore_36m,T3_z1.5,P1,3,LB24,0.7962,0.081462,-0.141686,0.4789,38,1.29,True,71,38
S2c_zscore_36m,T3_z1.5,P2,3,LB24,0.885,0.066171,-0.113421,0.6056,183,6.8,True,71,183
S2c_zscore_36m,T3_z1.5,P3,3,LB24,0.4497,0.063706,-0.267984,0.5915,38,1.29,True,71,38
S2c_zscore_36m,T3_z2.0,P1,3,LB24,0.6928,0.08946,-0.141686,0.5915,27,0.92,True,71,27
S2c_zscore_36m,T3_z2.0,P2,3,LB24,0.885,0.066171,-0.113421,0.6056,183,6.8,True,71,183
S2c_zscore_36m,T3_z2.0,P3,3,LB24,0.5653,0.079703,-0.213459,0.6479,27,0.92,True,71,27
S3a_pctrank_12m,T1_p40,P1,0,LB24,0.4729,0.024461,-0.07341,0.2535,61,2.07,True,71,61
S3a_pctrank_12m,T1_p40,P2,0,LB24,0.7438,0.042516,-0.082151,0.6197,224,7.95,True,71,224
S3a_pctrank_12m,T1_p40,P3,0,LB24,-0.3525,-0.050295,-0.292473,0.4648,61,2.07,False,71,61
S3a_pctrank_12m,T1_p50,P1,0,LB24,0.5371,0.028069,-0.07341,0.2676,59,2.0,True,71,59
S3a_pctrank_12m,T1_p50,P2,0,LB24,0.7438,0.042516,-0.082151,0.6197,224,7.95,True,71,224
S3a_pctrank_12m,T1_p50,P3,0,LB24,-0.3015,-0.043079,-0.282114,0.4789,59,2.0,False,71,59
S3a_pctrank_12m,T1_p60,P1,0,LB24,0.3751,0.023626,-0.134582,0.3239,67,2.27,True,71,67
S3a_pctrank_12m,T1_p60,P2,0,LB24,0.7438,0.042516,-0.082151,0.6197,224,7.95,True,71,224
S3a_pctrank_12m,T1_p60,P3,0,LB24,-0.3639,-0.051964,-0.345448,0.493,67,2.27,False,71,67
S3a_pctrank_12m,T1_p70,P1,0,LB24,0.4596,0.029608,-0.149195,0.3662,59,2.0,True,71,59
S3a_pctrank_12m,T1_p70,P2,0,LB24,0.7438,0.042516,-0.082151,0.6197,224,7.95,True,71,224
S3a_pctrank_12m,T1_p70,P3,0,LB24,-0.2795,-0.040001,-0.334288,0.5211,59,2.0,False,71,59
S3a_pctrank_12m,T1_p75,P1,0,LB24,0.8949,0.064735,-0.071608,0.4789,49,1.66,True,71,49
S3a_pctrank_12m,T1_p75,P2,0,LB24,0.7438,0.042516,-0.082151,0.6197,224,7.95,True,71,224
S3a_pctrank_12m,T1_p75,P3,0,LB24,0.2111,0.030253,-0.180165,0.6197,49,1.66,True,71,49
S3a_pctrank_12m,T1_p80,P1,0,LB24,0.8949,0.064735,-0.071608,0.4789,49,1.66,True,71,49
S3a_pctrank_12m,T1_p80,P2,0,LB24,0.7438,0.042516,-0.082151,0.6197,224,7.95,True,71,224
S3a_pctrank_12m,T1_p80,P3,0,LB24,0.2111,0.030253,-0.180165,0.6197,49,1.66,True,71,49
S3a_pctrank_12m,T1_p85,P1,0,LB24,0.8086,0.066656,-0.083804,0.5493,37,1.25,True,71,37
S3a_pctrank_12m,T1_p85,P2,0,LB24,0.7438,0.042516,-0.082151,0.6197,224,7.95,True,71,224
S3a_pctrank_12m,T1_p85,P3,0,LB24,0.2379,0.034095,-0.207963,0.6761,37,1.25,True,71,37
S3a_pctrank_12m,T3_z0.0,P1,0,LB24,0.729,0.039949,-0.072572,0.3099,63,2.14,True,71,63
S3a_pctrank_12m,T3_z0.0,P2,0,LB24,0.7438,0.042516,-0.082151,0.6197,224,7.95,True,71,224
S3a_pctrank_12m,T3_z0.0,P3,0,LB24,-0.1349,-0.019319,-0.26152,0.5211,63,2.14,False,71,63
S3a_pctrank_12m,T3_z0.5,P1,0,LB24,0.5481,0.035509,-0.149195,0.3803,53,1.8,True,71,53
S3a_pctrank_12m,T3_z0.5,P2,0,LB24,0.7438,0.042516,-0.082151,0.6197,224,7.95,True,71,224
S3a_pctrank_12m,T3_z0.5,P3,0,LB24,-0.1967,-0.0282,-0.323663,0.5493,53,1.8,False,71,53
S3a_pctrank_12m,T3_z1.0,P1,0,LB24,0.6401,0.055951,-0.085738,0.5352,43,1.46,True,71,43
S3a_pctrank_12m,T3_z1.0,P2,0,LB24,0.7438,0.042516,-0.082151,0.6197,224,7.95,True,71,224
S3a_pctrank_12m,T3_z1.0,P3,0,LB24,0.0881,0.012684,-0.207818,0.6338,43,1.46,True,71,43
S3a_pctrank_12m,T3_z1.5,P1,0,LB24,0.5736,0.07303,-0.20518,0.6056,21,0.71,True,71,21
S3a_pctrank_12m,T3_z1.5,P2,0,LB24,0.7438,0.042516,-0.082151,0.6197,224,7.95,True,71,224
S3a_pctrank_12m,T3_z1.5,P3,0,LB24,0.328,0.046844,-0.20518,0.6479,21,0.71,True,71,21
S3a_pctrank_12m,T3_z2.0,P1,0,LB24,0.6587,0.085687,-0.20518,0.6479,17,0.58,True,71,17
S3a_pctrank_12m,T3_z2.0,P2,0,LB24,0.7438,0.042516,-0.082151,0.6197,224,7.95,True,71,224
S3a_pctrank_12m,T3_z2.0,P3,0,LB24,0.5089,0.072157,-0.20518,0.6761,17,0.58,True,71,17
S3a_pctrank_12m,T1_p40,P1,1,LB24,0.4413,0.027442,-0.133853,0.2817,61,2.07,True,71,61
S3a_pctrank_12m,T1_p40,P2,1,LB24,0.614,0.040475,-0.103246,0.5775,223,7.94,True,71,223
S3a_pctrank_12m,T1_p40,P3,1,LB24,-0.311,-0.044333,-0.35457,0.493,61,2.07,False,71,61
S3a_pctrank_12m,T1_p50,P1,1,LB24,0.4518,0.028103,-0.133853,0.2958,59,2.0,True,71,59
S3a_pctrank_12m,T1_p50,P2,1,LB24,0.614,0.040475,-0.103246,0.5775,223,7.94,True,71,223
S3a_pctrank_12m,T1_p50,P3,1,LB24,-0.3016,-0.04301,-0.35457,0.507,59,2.0,False,71,59
S3a_pctrank_12m,T1_p60,P1,1,LB24,0.839,0.05936,-0.083434,0.3944,67,2.27,True,71,67
S3a_pctrank_12m,T1_p60,P2,1,LB24,0.614,0.040475,-0.103246,0.5775,223,7.94,True,71,223
S3a_pctrank_12m,T1_p60,P3,1,LB24,0.1366,0.019503,-0.210068,0.6056,67,2.27,True,71,67
S3a_pctrank_12m,T1_p70,P1,1,LB24,1.0728,0.079685,-0.083434,0.4507,59,2.0,True,71,59
S3a_pctrank_12m,T1_p70,P2,1,LB24,0.614,0.040475,-0.103246,0.5775,223,7.94,True,71,223
S3a_pctrank_12m,T1_p70,P3,1,LB24,0.4244,0.060152,-0.175283,0.662,59,2.0,True,71,59
S3a_pctrank_12m,T1_p75,P1,1,LB24,0.572,0.05375,-0.167019,0.493,49,1.66,True,71,49
S3a_pctrank_12m,T1_p75,P2,1,LB24,0.614,0.040475,-0.103246,0.5775,223,7.94,True,71,223
S3a_pctrank_12m,T1_p75,P3,1,LB24,0.0578,0.008284,-0.290707,0.6338,49,1.66,True,71,49
S3a_pctrank_12m,T1_p80,P1,1,LB24,0.572,0.05375,-0.167019,0.493,49,1.66,True,71,49
S3a_pctrank_12m,T1_p80,P2,1,LB24,0.614,0.040475,-0.103246,0.5775,223,7.94,True,71,223
S3a_pctrank_12m,T1_p80,P3,1,LB24,0.0578,0.008284,-0.290707,0.6338,49,1.66,True,71,49
S3a_pctrank_12m,T1_p85,P1,1,LB24,0.2069,0.023493,-0.23084,0.5211,37,1.25,True,71,37
S3a_pctrank_12m,T1_p85,P2,1,LB24,0.614,0.040475,-0.103246,0.5775,223,7.94,True,71,223
S3a_pctrank_12m,T1_p85,P3,1,LB24,-0.3661,-0.05223,-0.458242,0.6197,37,1.25,False,71,37
S3a_pctrank_12m,T3_z0.0,P1,1,LB24,0.5423,0.03447,-0.103936,0.338,63,2.14,True,71,63
S3a_pctrank_12m,T3_z0.0,P2,1,LB24,0.614,0.040475,-0.103246,0.5775,223,7.94,True,71,223
S3a_pctrank_12m,T3_z0.0,P3,1,LB24,-0.2118,-0.030277,-0.33267,0.5493,63,2.14,False,71,63
S3a_pctrank_12m,T3_z0.5,P1,1,LB24,0.9724,0.069436,-0.083804,0.4366,53,1.8,True,71,53
S3a_pctrank_12m,T3_z0.5,P2,1,LB24,0.614,0.040475,-0.103246,0.5775,223,7.94,True,71,223
S3a_pctrank_12m,T3_z0.5,P3,1,LB24,0.2783,0.039654,-0.175283,0.6479,53,1.8,True,71,53
S3a_pctrank_12m,T3_z1.0,P1,1,LB24,0.4002,0.044169,-0.206035,0.5352,43,1.46,True,71,43
S3a_pctrank_12m,T3_z1.0,P2,1,LB24,0.614,0.040475,-0.103246,0.5775,223,7.94,True,71,223
S3a_pctrank_12m,T3_z1.0,P3,1,LB24,-0.076,-0.010879,-0.35113,0.6338,43,1.46,False,71,43
S3a_pctrank_12m,T3_z1.5,P1,1,LB24,0.6706,0.085332,-0.20518,0.6338,21,0.71,True,71,21
S3a_pctrank_12m,T3_z1.5,P2,1,LB24,0.614,0.040475,-0.103246,0.5775,223,7.94,True,71,223
S3a_pctrank_12m,T3_z1.5,P3,1,LB24,0.5047,0.071446,-0.20518,0.7042,21,0.71,True,71,21
S3a_pctrank_12m,T3_z2.0,P1,1,LB24,0.5856,0.079353,-0.20518,0.662,17,0.58,True,71,17
S3a_pctrank_12m,T3_z2.0,P2,1,LB24,0.614,0.040475,-0.103246,0.5775,223,7.94,True,71,223
S3a_pctrank_12m,T3_z2.0,P3,1,LB24,0.4185,0.059488,-0.295462,0.7042,17,0.58,True,71,17
S3a_pctrank_12m,T1_p40,P1,2,LB24,0.0847,0.007299,-0.257382,0.2676,60,2.03,True,71,60
S3a_pctrank_12m,T1_p40,P2,2,LB24,0.2253,0.019748,-0.219536,0.5634,222,7.93,True,71,222
S3a_pctrank_12m,T1_p40,P3,2,LB24,-0.5994,-0.084619,-0.500804,0.4789,60,2.03,False,71,60
S3a_pctrank_12m,T1_p50,P1,2,LB24,0.1987,0.017466,-0.257382,0.2958,58,1.97,True,71,58
S3a_pctrank_12m,T1_p50,P2,2,LB24,0.2253,0.019748,-0.219536,0.5634,222,7.93,True,71,222
S3a_pctrank_12m,T1_p50,P3,2,LB24,-0.4527,-0.064285,-0.500804,0.507,58,1.97,False,71,58
S3a_pctrank_12m,T1_p60,P1,2,LB24,0.2585,0.024385,-0.226182,0.3803,66,2.24,True,71,66
S3a_pctrank_12m,T1_p60,P2,2,LB24,0.2253,0.019748,-0.219536,0.5634,222,7.93,True,71,222
S3a_pctrank_12m,T1_p60,P3,2,LB24,-0.3536,-0.050447,-0.45747,0.5775,66,2.24,False,71,66
S3a_pctrank_12m,T1_p70,P1,2,LB24,0.3383,0.033088,-0.181146,0.4225,58,1.97,True,71,58
S3a_pctrank_12m,T1_p70,P2,2,LB24,0.2253,0.019748,-0.219536,0.5634,222,7.93,True,71,222
S3a_pctrank_12m,T1_p70,P3,2,LB24,-0.2308,-0.033041,-0.391411,0.6056,58,1.97,False,71,58
S3a_pctrank_12m,T1_p75,P1,2,LB24,0.3181,0.036994,-0.205638,0.493,48,1.63,True,71,48
S3a_pctrank_12m,T1_p75,P2,2,LB24,0.2253,0.019748,-0.219536,0.5634,222,7.93,True,71,222
S3a_pctrank_12m,T1_p75,P3,2,LB24,-0.1763,-0.02523,-0.371832,0.6197,48,1.63,False,71,48
S3a_pctrank_12m,T1_p80,P1,2,LB24,0.3181,0.036994,-0.205638,0.493,48,1.63,True,71,48
S3a_pctrank_12m,T1_p80,P2,2,LB24,0.2253,0.019748,-0.219536,0.5634,222,7.93,True,71,222
S3a_pctrank_12m,T1_p80,P3,2,LB24,-0.1763,-0.02523,-0.371832,0.6197,48,1.63,False,71,48
S3a_pctrank_12m,T1_p85,P1,2,LB24,0.4277,0.05422,-0.20518,0.5352,37,1.25,True,71,37
S3a_pctrank_12m,T1_p85,P2,2,LB24,0.2253,0.019748,-0.219536,0.5634,222,7.93,True,71,222
S3a_pctrank_12m,T1_p85,P3,2,LB24,0.0645,0.009223,-0.237443,0.6338,37,1.25,True,71,37
S3a_pctrank_12m,T3_z0.0,P1,2,LB24,0.1863,0.016298,-0.236865,0.3239,62,2.1,True,71,62
S3a_pctrank_12m,T3_z0.0,P2,2,LB24,0.2253,0.019748,-0.219536,0.5634,222,7.93,True,71,222
S3a_pctrank_12m,T3_z0.0,P3,2,LB24,-0.4692,-0.066621,-0.486505,0.5352,62,2.1,False,71,62
S3a_pctrank_12m,T3_z0.5,P1,2,LB24,0.1482,0.014957,-0.248681,0.4085,52,1.76,True,71,52
S3a_pctrank_12m,T3_z0.5,P2,2,LB24,0.2253,0.019748,-0.219536,0.5634,222,7.93,True,71,222
S3a_pctrank_12m,T3_z0.5,P3,2,LB24,-0.4876,-0.069303,-0.484189,0.5775,52,1.76,False,71,52
S3a_pctrank_12m,T3_z1.0,P1,2,LB24,0.3655,0.046179,-0.235657,0.5352,42,1.42,True,71,42
S3a_pctrank_12m,T3_z1.0,P2,2,LB24,0.2253,0.019748,-0.219536,0.5634,222,7.93,True,71,222
S3a_pctrank_12m,T3_z1.0,P3,2,LB24,-0.0479,-0.00686,-0.346623,0.6338,42,1.42,False,71,42
S3a_pctrank_12m,T3_z1.5,P1,2,LB24,0.4698,0.062721,-0.247817,0.6056,21,0.71,True,71,21
S3a_pctrank_12m,T3_z1.5,P2,2,LB24,0.2253,0.019748,-0.219536,0.5634,222,7.93,True,71,222
S3a_pctrank_12m,T3_z1.5,P3,2,LB24,0.1832,0.026225,-0.367076,0.6479,21,0.71,True,71,21
S3a_pctrank_12m,T3_z2.0,P1,2,LB24,0.5924,0.081485,-0.20518,0.6479,17,0.58,True,71,17
S3a_pctrank_12m,T3_z2.0,P2,2,LB24,0.2253,0.019748,-0.219536,0.5634,222,7.93,True,71,222
S3a_pctrank_12m,T3_z2.0,P3,2,LB24,0.4491,0.063752,-0.20518,0.6761,17,0.58,True,71,17
S3a_pctrank_12m,T1_p40,P1,3,LB24,0.7832,0.068937,-0.141686,0.3099,60,2.03,True,71,60
S3a_pctrank_12m,T1_p40,P2,3,LB24,0.6738,0.061585,-0.141686,0.5775,221,7.92,True,71,221
S3a_pctrank_12m,T1_p40,P3,3,LB24,0.2717,0.038657,-0.246616,0.5493,60,2.03,True,71,60
S3a_pctrank_12m,T1_p50,P1,3,LB24,0.7993,0.070863,-0.141686,0.3239,58,1.97,True,71,58
