pair_name,horizon_days,metric,value,p_value,n_obs
sa_3m__spy_fwd_1m,21,pearson,0.0613,0.2214,400
sa_3m__spy_fwd_1m,21,spearman,0.0213,0.6718,400
sa_3m__spy_fwd_1m,21,kendall,0.0156,0.6404,400
sa_3m__spy_fwd_1m,21,distance,0.0996,,400
sa_3m__spy_fwd_3m,63,pearson,0.0033,0.9471,398
sa_3m__spy_fwd_3m,63,spearman,-0.0514,0.3064,398
sa_3m__spy_fwd_3m,63,kendall,-0.0356,0.2894,398
sa_3m__spy_fwd_3m,63,distance,0.1392,,398
sa_3m__spy_fwd_6m,126,pearson,0.0949,0.0595,395
sa_3m__spy_fwd_6m,126,spearman,0.0382,0.4487,395
sa_3m__spy_fwd_6m,126,kendall,0.026,0.4408,395
sa_3m__spy_fwd_6m,126,distance,0.1395,,395
sa_3m__spy_fwd_12m,252,pearson,0.0977,0.0543,389
sa_3m__spy_fwd_12m,252,spearman,0.0326,0.522,389
sa_3m__spy_fwd_12m,252,kendall,0.0225,0.507,389
sa_3m__spy_fwd_12m,252,distance,0.1473,,389
yoy_zscore_120m__spy_fwd_1m,21,pearson,0.0751,0.1521,365
yoy_zscore_120m__spy_fwd_1m,21,spearman,0.0447,0.3941,365
yoy_zscore_120m__spy_fwd_1m,21,kendall,0.0262,0.4556,365
yoy_zscore_120m__spy_fwd_1m,21,distance,0.1331,,365
yoy_zscore_120m__spy_fwd_3m,63,pearson,0.1072,0.0412,363
yoy_zscore_120m__spy_fwd_3m,63,spearman,0.0562,0.2859,363
yoy_zscore_120m__spy_fwd_3m,63,kendall,0.0345,0.3268,363
yoy_zscore_120m__spy_fwd_3m,63,distance,0.1575,,363
yoy_zscore_120m__spy_fwd_6m,126,pearson,0.2068,0.0001,360
yoy_zscore_120m__spy_fwd_6m,126,spearman,0.1369,0.0093,360
yoy_zscore_120m__spy_fwd_6m,126,kendall,0.0872,0.0135,360
yoy_zscore_120m__spy_fwd_6m,126,distance,0.2281,,360
yoy_zscore_120m__spy_fwd_12m,252,pearson,0.3452,0.0,354
yoy_zscore_120m__spy_fwd_12m,252,spearman,0.2915,0.0,354
yoy_zscore_120m__spy_fwd_12m,252,kendall,0.1967,0.0,354
yoy_zscore_120m__spy_fwd_12m,252,distance,0.3566,,354
contraction__spy_fwd_1m,21,pearson,-0.0091,0.8553,400
contraction__spy_fwd_1m,21,spearman,0.0049,0.9217,400
contraction__spy_fwd_1m,21,kendall,0.004,0.9215,400
contraction__spy_fwd_1m,21,distance,0.0737,,400
contraction__spy_fwd_3m,63,pearson,-0.0448,0.373,398
contraction__spy_fwd_3m,63,spearman,-0.0126,0.8015,398
contraction__spy_fwd_3m,63,kendall,-0.0103,0.8011,398
contraction__spy_fwd_3m,63,distance,0.0788,,398
contraction__spy_fwd_6m,126,pearson,-0.1123,0.0256,395
contraction__spy_fwd_6m,126,spearman,-0.062,0.2191,395
contraction__spy_fwd_6m,126,kendall,-0.0507,0.2187,395
contraction__spy_fwd_6m,126,distance,0.1434,,395
contraction__spy_fwd_12m,252,pearson,-0.2115,0.0,389
contraction__spy_fwd_12m,252,spearman,-0.1801,0.0004,389
contraction__spy_fwd_12m,252,kendall,-0.1472,0.0004,389
contraction__spy_fwd_12m,252,distance,0.2247,,389
hmm_stress__spy_fwd_1m,21,pearson,0.0675,0.1781,400
hmm_stress__spy_fwd_1m,21,spearman,0.0298,0.5524,400
hmm_stress__spy_fwd_1m,21,kendall,0.0208,0.5344,400
hmm_stress__spy_fwd_1m,21,distance,0.0899,,400
hmm_stress__spy_fwd_3m,63,pearson,0.1074,0.0322,398
hmm_stress__spy_fwd_3m,63,spearman,0.0205,0.6832,398
hmm_stress__spy_fwd_3m,63,kendall,0.0125,0.7103,398
hmm_stress__spy_fwd_3m,63,distance,0.1349,,398
hmm_stress__spy_fwd_6m,126,pearson,0.1469,0.0034,395
hmm_stress__spy_fwd_6m,126,spearman,0.1036,0.0395,395
hmm_stress__spy_fwd_6m,126,kendall,0.0688,0.0412,395
hmm_stress__spy_fwd_6m,126,distance,0.1876,,395
hmm_stress__spy_fwd_12m,252,pearson,0.2303,0.0,389
hmm_stress__spy_fwd_12m,252,spearman,0.2167,0.0,389
hmm_stress__spy_fwd_12m,252,kendall,0.15,0.0,389
hmm_stress__spy_fwd_12m,252,distance,0.2443,,389
markov_regime__spy_fwd_1m,21,pearson,-0.0621,0.2161,399
markov_regime__spy_fwd_1m,21,spearman,-0.0236,0.6377,399
markov_regime__spy_fwd_1m,21,kendall,-0.0156,0.6421,399
markov_regime__spy_fwd_1m,21,distance,0.2852,,399
markov_regime__spy_fwd_3m,63,pearson,-0.0905,0.0717,397
markov_regime__spy_fwd_3m,63,spearman,-0.0648,0.1974,397
markov_regime__spy_fwd_3m,63,kendall,-0.0453,0.1775,397
markov_regime__spy_fwd_3m,63,distance,0.2523,,397
markov_regime__spy_fwd_6m,126,pearson,-0.0904,0.073,394
markov_regime__spy_fwd_6m,126,spearman,-0.0515,0.3076,394
markov_regime__spy_fwd_6m,126,kendall,-0.04,0.236,394
markov_regime__spy_fwd_6m,126,distance,0.2696,,394
markov_regime__spy_fwd_12m,252,pearson,-0.0855,0.0926,388
markov_regime__spy_fwd_12m,252,spearman,-0.0163,0.7483,388
markov_regime__spy_fwd_12m,252,kendall,-0.012,0.725,388
markov_regime__spy_fwd_12m,252,distance,0.2256,,388
