date,signal_value,position,strategy_return,benchmark_return,strategy_equity,benchmark_equity
2016-02-29,0.020000000000000018,0.0,-0.0,-0.000826111321537093,0.7970182870037428,6.767328387499415
2016-03-31,-0.2799999999999998,0.0,0.0,0.0672660130858298,0.7970182870037428,7.222539587369058
2016-04-30,-0.040000000000000036,0.0,0.0,0.003941235429764989,0.7970182870037428,7.251005316283677
2016-05-31,-0.1399999999999999,0.0,0.0,0.017011581803952014,0.7970182870037428,7.374356386382527
2016-06-30,0.04999999999999982,0.0,0.0,0.003475837582809227,0.7970182870037428,7.399988451459345
2016-07-31,-0.47,0.0,0.0,0.0364712974918977,0.7970182870037428,7.669875631709126
2016-08-31,-0.5800000000000001,0.0,0.0,0.0011976305791487896,0.7970182870037428,7.679061309303929
2016-09-30,-0.5399999999999998,0.0,0.0,5.784864832358849e-05,0.7970182870037428,7.679505532621066
2016-10-31,0.0,0.0,-0.0,-0.017336945670818893,0.7970182870037428,7.546366362423262
2016-11-30,0.09000000000000008,0.0,0.0,0.036838621770857616,0.7970182870037428,7.824364098592895
2016-12-31,-0.3400000000000001,0.0,0.0,0.020271441320820927,0.7970182870037428,7.982975236290258
2017-01-31,-0.43000000000000016,0.0,0.0,0.017894735840821685,0.7970182870037428,8.125828469367493
2017-02-28,-0.25,0.0,0.0,0.03929162025007904,0.7970182870037428,8.44510543580316
2017-03-31,0.08000000000000007,0.0,0.0,0.0012500670628796673,0.7970182870037428,8.455662383951005
2017-04-30,0.32000000000000006,1.0,0.0,0.009926010863195112,0.7970182870037428,8.539593380629613
2017-05-31,0.6399999999999999,1.0,0.01411322502953305,0.01411322502953305,0.8082667854408796,8.66011458367115
2017-06-30,0.6299999999999999,1.0,0.006374721785018522,0.006374721785018522,0.8134192613261365,8.715320404768436
2017-07-31,0.42999999999999994,1.0,0.02055406561138584,0.02055406561138584,0.8301383341929989,8.894455672192295
2017-08-31,-0.05999999999999983,0.0,0.00291773081918012,0.00291773081918012,0.8325604543948566,8.920407299626882
2017-09-30,-0.30000000000000004,0.0,0.0,0.02014961270989435,0.8325604543948566,9.100150051928878
2017-10-31,-0.43999999999999995,0.0,0.0,0.023564197423210587,0.8325604543948566,9.314587784333371
