event_def,direction,n_events,horizon_months,conditional_car,unconditional_car,abnormal,ci_lo,ci_hi,t_naive,ci_excludes_zero
strict,down,12,16,0.1596268736384121,0.16346317487268489,-0.003836301234272782,-0.08433110749724067,0.0813361735755239,-0.07298213342511556,False
strict,down,12,17,0.16617454147999725,0.17492276423079922,-0.008748222750801976,-0.09341450611215776,0.08016248712156561,-0.16095252132031193,False
strict,down,12,18,0.18415693213926054,0.18639932822140176,-0.002242396082141218,-0.08452875147733516,0.08499033958452919,-0.04220823859657458,False
strict,down,12,19,0.1942057068381956,0.19805308851045364,-0.003847381672258038,-0.087367514236079,0.08543558453910269,-0.07032080390680044,False
strict,down,12,20,0.2001542808464306,0.2098738582716146,-0.009719577425183978,-0.08556762655113409,0.0718920337822201,-0.19704531667545136,False
strict,down,12,21,0.21944015350109555,0.22177952429214426,-0.002339370791048706,-0.07907513629999244,0.08166307370099006,-0.04656046730701406,False
strict,down,12,22,0.23203878164619607,0.23373440694620368,-0.0016956253000076082,-0.08937541222966541,0.09130827288642177,-0.029630392680090198,False
strict,down,12,23,0.24539763427624764,0.24565278939145688,-0.00025515511520923795,-0.09649199181021707,0.10279947332853996,-0.004073497519221743,False
strict,down,12,24,0.26364268691319304,0.2576195011240519,0.006023185789141128,-0.09775068077258703,0.11815465752146899,0.08856643807130553,False
cum0.2,up,24,1,0.009839653923533523,0.009509051795445136,0.0003306021280883864,-0.013693966761516237,0.013182587988872316,0.039747438810929576,False
cum0.2,up,24,2,0.025186500357352985,0.019151040373411567,0.006035459983941418,-0.017508198167357103,0.0276231368688892,0.43283943325931223,False
cum0.2,up,24,3,0.028009983211757974,0.028740225150673045,-0.0007302419389150702,-0.029651386005451225,0.027935244104192458,-0.04182469408770315,False
cum0.2,up,24,4,0.03879423961290281,0.03828739703561177,0.0005068425772910418,-0.041289142097012864,0.03897899164987232,0.020692614061517876,False
cum0.2,up,24,5,0.05250357967899539,0.0481197040075152,0.004383875671480186,-0.03866946464596276,0.045328681647242366,0.16734830431599731,False
cum0.2,up,24,6,0.05508921979688338,0.05817887264419039,-0.0030896528473070076,-0.04868087813811547,0.04006233328400956,-0.11219181293908911,False
cum0.2,up,24,7,0.05578931259901068,0.06816163420865332,-0.012372321609642634,-0.07045406326402183,0.04368387175245506,-0.3573672648058807,False
cum0.2,up,24,8,0.05629534597246932,0.07843509327857018,-0.02213974730610086,-0.0867491268939754,0.040337331485110615,-0.5801424893697312,False
cum0.2,up,24,9,0.05598300941827874,0.08890328629487643,-0.03292027687659769,-0.10141662634681123,0.033815590260272164,-0.8277052192649588,False
cum0.2,up,24,10,0.06986717759223683,0.09935670669833677,-0.029489529106099935,-0.10253825790079589,0.043289308043278206,-0.6819628195641292,False
cum0.2,up,24,11,0.08091464373507395,0.10987924890144972,-0.028964605166375765,-0.10176663771840129,0.04317963894622981,-0.6655967299979841,False
cum0.2,up,24,12,0.08305535260696466,0.12042659114440384,-0.03737123853743918,-0.12028204676637473,0.043103409599053066,-0.7628231419202463,False
cum0.2,up,24,13,0.07218668810970014,0.1311123176070764,-0.05892562949737626,-0.1464349931126871,0.026352277482188484,-1.1494605405783012,False
cum0.2,up,24,14,0.08928400081598906,0.1417559650837858,-0.05247196426779674,-0.14666104431234758,0.04086264770974446,-0.9440035435218297,False
cum0.2,up,24,15,0.1076206995801988,0.15241926764655295,-0.04479856806635414,-0.13753607393777245,0.04977058737079037,-0.7996628996579281,False
cum0.2,up,24,16,0.12087871465730725,0.16346317487268489,-0.04258446021537764,-0.14120452243373993,0.0555328569510534,-0.7278768298139315,False
cum0.2,up,24,17,0.11379301084645163,0.17492276423079922,-0.06112975338434759,-0.1613743357736646,0.03581569785870363,-1.048157483533715,False
cum0.2,up,24,18,0.13932253397498273,0.18639932822140176,-0.04707679424641903,-0.15533665377614986,0.06005038036769354,-0.7409179596854232,False
cum0.2,up,24,19,0.15413084662846777,0.19805308851045364,-0.043922241881985874,-0.15274460654124283,0.06230177879147167,-0.6850179031707644,False
cum0.2,up,24,20,0.16384871647463176,0.2098738582716146,-0.04602514179698283,-0.1519406657485056,0.0570958581431732,-0.7398858911628362,False
cum0.2,up,24,21,0.1787187561259297,0.22177952429214426,-0.04306076816621457,-0.1444818883135343,0.056515836774613,-0.7249221445978977,False
cum0.2,up,24,22,0.17290261718371966,0.23373440694620368,-0.06083178976248402,-0.1703686934782857,0.04637466496582432,-0.9938328266228372,False
cum0.2,up,24,23,0.17691220322983672,0.24565278939145688,-0.06874058616162015,-0.18106014708050364,0.045213172865856126,-1.0602841638688403,False
cum0.2,up,24,24,0.2026473348589084,0.2576195011240519,-0.05497216626514351,-0.17701620106061353,0.06607434752063668,-0.7955634753398276,False
cum0.2,down,53,1,0.008442558932925648,0.009509051795445136,-0.0010664928625194886,-0.010363102692020176,0.007410647830939751,-0.1940505364721227,False
cum0.2,down,53,2,0.025027990303276196,0.019151040373411567,0.005876949929864629,-0.004188414283706665,0.015721125037498302,0.949172229410365,False
cum0.2,down,53,3,0.03682596868039133,0.028740225150673045,0.008085743529718283,-0.003894831771968892,0.019956754566291115,1.1201064522612185,False
cum0.2,down,53,4,0.04654690622878239,0.03828739703561177,0.008259509193170617,-0.008305828527624967,0.024596472692767313,0.8347945754245042,False
cum0.2,down,53,5,0.057928792020604025,0.0481197040075152,0.009809088013088822,-0.003669918950499398,0.023448492628015603,1.2113333915789744,False
cum0.2,down,53,6,0.06846756603120445,0.05817887264419039,0.010288693387014061,-0.007161742263674241,0.02792608675387655,0.9752062414281316,False
cum0.2,down,53,7,0.08430558956911531,0.06816163420865332,0.016143955360461995,-0.002571635038553643,0.034460986443499105,1.4445891304601792,False
cum0.2,down,53,8,0.09964655668724227,0.07843509327857018,0.021211463408672096,0.0017102683949777207,0.041165845263001294,1.7889876049289268,True
cum0.2,down,53,9,0.10073313277658767,0.08890328629487643,0.011829846481711245,-0.011096978954627296,0.03421351256745796,0.8732398341077694,False
cum0.2,down,53,10,0.11075778016185199,0.09935670669833677,0.011401073463515224,-0.01556555847784326,0.03813730589891422,0.6941475018119032,False
cum0.2,down,53,11,0.1294618352055685,0.10987924890144972,0.019582586304118785,-0.00672021527568539,0.04541354012181186,1.2387111627539926,False
cum0.2,down,53,12,0.14238961271358122,0.12042659114440384,0.021963021569177385,-0.00859358440321364,0.05178239943551205,1.1961776992865947,False
cum0.2,down,53,13,0.14961716937342584,0.1311123176070764,0.018504851766349445,-0.013363378347891211,0.04891773323665664,0.9821697218405157,False
cum0.2,down,53,14,0.1642281035507346,0.1417559650837858,0.022472138466948816,-0.01011133810957131,0.054186995506136953,1.1365154500666867,False
cum0.2,down,53,15,0.17007626320388303,0.15241926764655295,0.01765699555733008,-0.01674532762126735,0.051565806092927824,0.8419249371033524,False
cum0.2,down,53,16,0.1823569826642374,0.16346317487268489,0.018893807791552503,-0.01857675737051148,0.055637486618333246,0.8293756498181581,False
cum0.2,down,53,17,0.18839988721246,0.17492276423079922,0.013477122981660788,-0.02459283499265831,0.05095927108990092,0.578244270973204,False
cum0.2,down,53,18,0.2066115674051327,0.18639932822140176,0.02021223918373094,-0.018002951519049543,0.05690300955167435,0.8570589011194185,False
cum0.2,down,53,19,0.22380337626845387,0.19805308851045364,0.02575028775800023,-0.01801796757235296,0.0691295679147455,0.9499553704793917,False
cum0.2,down,53,20,0.2233380654745425,0.2098738582716146,0.013464207202927903,-0.03313950708655771,0.05939140761323209,0.4731187492634163,False
cum0.2,down,53,21,0.23037559308141328,0.22177952429214426,0.008596068789269024,-0.03898252954268251,0.055854370752218656,0.29112822598723986,False
cum0.2,down,53,22,0.2505247522113557,0.23373440694620368,0.016790345265151996,-0.032106051577035784,0.06583870158464195,0.5541231730137678,False
cum0.2,down,53,23,0.25985017007250766,0.24565278939145688,0.01419738068105078,-0.03718583546541697,0.06434690320804194,0.45321700143645416,False
cum0.2,down,53,24,0.26991442511373487,0.2576195011240519,0.01229492398968296,-0.04228752442179865,0.06543192726763486,0.367399487255803,False
