pair_name,horizon_days,metric,value,p_value,n_obs
hmm_stress__spy_fwd_3m,63,spearman,0.008,0.8735,398
hmm_stress__spy_fwd_3m,63,kendall,0.007,0.8342,398
hmm_stress__spy_fwd_3m,63,distance,0.0607,,398
hmm_stress__spy_fwd_6m,126,pearson,0.0579,0.2509,395
hmm_stress__spy_fwd_6m,126,spearman,0.0399,0.4294,395
hmm_stress__spy_fwd_6m,126,kendall,0.0285,0.3978,395
hmm_stress__spy_fwd_6m,126,distance,0.0873,,395
hmm_stress__spy_fwd_12m,252,pearson,0.1286,0.0111,389
hmm_stress__spy_fwd_12m,252,spearman,0.0893,0.0784,389
hmm_stress__spy_fwd_12m,252,kendall,0.0643,0.0582,389
hmm_stress__spy_fwd_12m,252,distance,0.184,,389
