entry_date,exit_date,direction,holding_days,trade_return_pct
2015-01-31,2015-03-31,Long,59,2.12
2015-03-31,2015-04-30,Cash,30,0.0
2015-04-30,2015-07-31,Long,92,4.66
2015-07-31,2015-08-31,Cash,31,0.0
2015-08-31,2015-09-30,Long,30,0.39
2015-09-30,2015-10-31,Cash,31,0.0
2015-10-31,2015-11-30,Long,30,-0.92
2015-11-30,2016-06-30,Cash,213,0.0
2016-06-30,2016-07-31,Long,31,-0.82
2016-07-31,2016-12-31,Cash,153,0.0
2016-12-31,2017-01-31,Long,31,1.7
2017-01-31,2017-03-31,Cash,59,0.0
2017-03-31,2017-04-30,Long,30,1.1
2017-04-30,2017-05-31,Cash,31,0.0
2017-05-31,2017-06-30,Long,30,-2.25
2017-06-30,2017-11-30,Cash,153,0.0
2017-11-30,2017-12-31,Long,31,2.25
2017-12-31,2018-02-28,Cash,59,0.0
2018-02-28,2018-04-30,Long,61,-5.01
2018-04-30,2018-05-31,Cash,31,0.0
2018-05-31,2018-06-30,Long,30,4.57
2018-06-30,2018-09-30,Cash,92,0.0
2018-09-30,2018-12-31,Long,92,-4.98
2018-12-31,2019-01-31,Cash,31,0.0
2019-01-31,2019-04-30,Long,89,8.68
2019-04-30,2019-05-31,Cash,31,0.0
2019-05-31,2019-08-31,Long,92,10.02
2019-08-31,2020-07-31,Cash,335,0.0
2020-07-31,2020-08-31,Long,31,4.59
2020-08-31,2020-10-31,Cash,61,0.0
2020-10-31,2020-11-30,Long,30,7.47
2020-11-30,2021-01-31,Cash,62,0.0
2021-01-31,2021-02-28,Long,28,-1.23
2021-02-28,2021-04-30,Cash,61,0.0
2021-04-30,2021-08-31,Long,123,4.53
2021-08-31,2021-09-30,Cash,30,0.0
2021-09-30,2022-01-31,Long,123,11.11
2022-01-31,2022-02-28,Cash,28,0.0
2022-02-28,2022-07-31,Long,153,0.65
2022-07-31,2022-09-30,Cash,61,0.0
2022-09-30,2022-11-30,Long,61,15.68
2022-11-30,2023-01-31,Cash,62,0.0
2023-01-31,2023-03-31,Long,59,1.8
2023-03-31,2023-06-30,Cash,91,0.0
2023-06-30,2023-07-31,Long,31,2.13
2023-07-31,2023-08-31,Cash,31,0.0
2023-08-31,2023-09-30,Long,30,-4.79
2023-09-30,2023-12-31,Cash,92,0.0
2023-12-31,2024-04-30,Long,121,5.59
2024-04-30,2024-06-30,Cash,61,0.0
2024-06-30,2024-07-31,Long,31,1.66
2024-07-31,2024-08-31,Cash,31,0.0
2024-08-31,2024-09-30,Long,30,1.13
2024-09-30,2024-10-31,Cash,31,0.0
2024-10-31,2024-11-30,Long,30,3.87
2024-11-30,2025-01-31,Cash,62,0.0
2025-01-31,2025-03-31,Long,59,3.95
2025-03-31,2025-04-30,Cash,30,0.0
2025-04-30,2025-05-31,Long,31,1.22
2025-05-31,2025-07-31,Cash,61,0.0
2025-07-31,2025-08-31,Long,31,1.25
2025-08-31,2025-11-30,Cash,91,0.0
2025-11-30,2025-12-31,Long,31,-0.75
