signal,threshold,strategy,lead_days,oos_sharpe,oos_ann_return,max_drawdown,win_rate,n_trades,annual_turnover,valid,oos_n
S2a_zscore_252d,T2_rp75,P3,5,0.2988,0.059167,-0.361992,0.5088,173,12.7,True,1712
S2a_zscore_252d,T2_rp85,P1,5,0.8302,0.115128,-0.332975,0.4515,167,6.13,True,1712
S2a_zscore_252d,T2_rp85,P2,5,1.0226,0.112109,-0.208461,0.5298,624,5.37,True,1712
S2a_zscore_252d,T2_rp85,P3,5,0.3507,0.069458,-0.426285,0.5193,167,12.26,True,1712
S2a_zscore_252d,T2_rp95,P1,5,1.1653,0.181394,-0.236756,0.5029,99,3.64,True,1712
S2a_zscore_252d,T2_rp95,P2,5,1.0226,0.112109,-0.208461,0.5298,624,5.37,True,1712
S2a_zscore_252d,T2_rp95,P3,5,1.0219,0.201991,-0.237994,0.5333,99,7.27,True,1712
S2a_zscore_252d,T3_z1.5,P1,5,1.0111,0.149168,-0.242014,0.4854,107,3.93,True,1712
S2a_zscore_252d,T3_z1.5,P2,5,1.0226,0.112109,-0.208461,0.5298,624,5.37,True,1712
S2a_zscore_252d,T3_z1.5,P3,5,0.695,0.137539,-0.254482,0.5263,107,7.86,True,1712
S2a_zscore_252d,T3_z2.0,P1,5,1.0052,0.16041,-0.287975,0.5029,75,2.75,True,1712
S2a_zscore_252d,T3_z2.0,P2,5,1.0226,0.112109,-0.208461,0.5298,624,5.37,True,1712
S2a_zscore_252d,T3_z2.0,P3,5,0.8089,0.160022,-0.337689,0.5327,75,5.51,True,1712
S2a_zscore_252d,T3_z2.5,P1,5,0.87,0.142705,-0.311566,0.5093,61,2.24,True,1712
S2a_zscore_252d,T3_z2.5,P2,5,1.0226,0.112109,-0.208461,0.5298,624,5.37,True,1712
S2a_zscore_252d,T3_z2.5,P3,5,0.6296,0.124612,-0.377149,0.531,61,4.48,True,1712
S2a_zscore_252d,T1_p75,P1,10,0.7031,0.103816,-0.262622,0.4451,165,6.06,True,1712
S2a_zscore_252d,T1_p75,P2,10,0.9076,0.103563,-0.20447,0.5298,623,5.36,True,1712
S2a_zscore_252d,T1_p75,P3,10,0.2365,0.046834,-0.33403,0.5199,165,12.12,True,1712
